股票代码,简称,公司法定中文名称,公司法定代表人,公司注册地址,公司办公地址邮政编码,公司国际互联网网址,公司董事会秘书姓名,公司董事会秘书电话,公司董事会秘书电子信箱,报告期末股东总数,每10股送红股数,每10股派息数（含税）,每10股转增数,本期营业收入(元),本期营业利润(元),利润总额(元),归属于上市公司股东的净利润(元),归属于上市公司股东的扣除非经常性损益的净利润(元),经营活动产生的现金流量净额(元),总资产(元),所有者权益（或股东权益）(元),基本每股收益(元/股),稀释每股收益(元/股),扣除非经常性损益后的基本每股收益(元/股),全面摊薄净资产收益率（%）,加权平均净资产收益率（%）,扣除非经常性损益后全面摊薄净资产收益率（%）,扣除非经常性损益后的加权平均净资产收益率（%）,每股经营活动产生的现金流量净额(元/股),归属于上市公司股东的每股净资产（元/股）
600016,民生银行,"中国民生银行股份有限公司","洪崎","中国北京市西城区复兴门内大街2号","100031","www.cmbc.com.cn","万青元","86-10－68946790","cmbc@cmbc.com.cn","713,958","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600017,日照港,"日照港股份有限公司","杜传志","山东省日照市海滨二路","276826","http://www.rzpcl.com","余慧芳","0633-8388822","yhfang@rzport.com","128,734","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600018,上港集团,"上海国际港务(集团)股份有限公司","陈戌源","上海市浦东新区芦潮港镇同汇路1号综合大楼A区4楼","200080","http://www.portshanghai.com.cn","丁向明","021-55333388","dongmi@portshanghai.com.cn","329,248","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600019,宝钢股份,"宝山钢铁股份有限公司","陈德荣","上海市宝山区富锦路885号宝钢指挥中心","201900","http://www.baosteel.com/plc/","朱可炳","86-21-26647000","ir@baosteel.com","393,289","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600020,中原高速,"河南中原高速公路股份有限公司","金雷","郑州市郑东新区民生路1号1号楼第7层、第8层","450016","http://www.zygs.com","许亮","0371-67717696","zygs600020@163.com","111,695","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600021,上海电力,"上海电力股份有限公司","王运丹","上海市中山南路268号","200010","www.shanghaipower.com","夏梅兴","021-23108718或021-23108800转","sepco@shanghaipower.com","101,502","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600022,山东钢铁,"山东钢铁股份有限公司","任浩         ","济南市工业北路21号","250101","www.sdsteel.cc","金立山","0531-67606889","sdgt600022@126.com","233,566","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600026,中海发展,"中海发展股份有限公司","许立荣","中国（上海）自由贸易试验区业盛路188号A-1015室","200080","www.cnshippingdev.com","姚巧红","021-65967678","csd@cnshipping.com","102,502","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600027,华电国际,"华电国际电力股份有限公司","李庆奎先生","山东省济南市经十路14800号","100031","www.hdpi.com.cn","周连青先生","010-8356 7779","zhoulq@hdpi.com.cn","146,460","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600028,中国石化,"中国石油化工股份有限公司","傅成玉","中国北京市朝阳区朝阳门北大街22号","100728","http://www.sinopec.com","黄文生","86-10-59960028","ir@sinopec.com","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600029,南方航空,"中国南方航空股份有限公司","司献民","中国广东省广州市萝岗区经济技术开发区开发大道233号203房","510405","www.csair.com","谢兵","+86-20-86124462","ir@csair.com","260,564","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600030,中信证券,"中信证券股份有限公司","王东明","广东省深圳市福田区中心三路8号卓越时代广场（二期）北座","518048，100026","http://www.cs.ecitic.com","郑京","0755-2383 5383、010-6083 6030","ir@citics.com","603,766","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600031,三一重工,"三一重工股份有限公司","梁稳根","北京市昌平区北清路8号6幢5楼","102206","www.sanyhi.com","肖友良","010-60738888","xyl@sany.com.cn","498,633","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600033,福建高速,"福建发展高速公路股份有限公司","黄祥谈","福建省福州市东水路18号福建交通综合大楼26层","350001","www.fjgs.com.cn","何高文","0591-87077366","stock@fjgs.com.cn","155,811","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600035,楚天高速,"湖北楚天高速公路股份有限公司","肖跃文","湖北省武汉市汉阳区龙阳大道9号","430074","www.hbctgs.com","郭生辉","027-87576667","600035@hbctgs.com","50,354","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600036,招商银行,"招商银行股份有限公司","李建红","中国广东省深圳市福田区深南大道7088号","518040","www.cmbchina.com","许世清","86755-83198888","cmb@cmbchina.com","442,825","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600037,歌华有线,"北京歌华有线电视网络股份有限公司","郭章鹏    ","北京市海淀区花园北路35号（东门）","100007","www.bgctv.com.cn","梁彦军","010-62364114","600037@bgctv.com.cn","79,115","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600038,哈飞股份,"中航直升机股份有限公司","蔡毅          ","哈尔滨市高新技术开发区集中开发区34号楼","150066","-","顾韶辉","0451-86528350","gsh0808@sina.com","25,403","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600039,四川路桥,"四川路桥建设股份有限公司","孙云","四川省成都市高朋大道11号科技工业园F-59号","610041","www.scrbc.com.cn","曹川","028-85126085","srbcdsh@163.com","166,806","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600048,保利地产,"保利房地产（集团）股份有限公司","宋广菊","广州市海珠区阅江中路688号保利国际广场30-33层","510308","www.polycn.com;www.gzpoly.com","黄海","020-89898833","stock@polycn.com","146,377","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600050,中国联通,"中国联合网络通信股份有限公司","常小兵","上海市长宁区长宁路1033号29楼","200050","www.chinaunicom-a.com","李超","021-52732228","chaoli@chinaunicom-a.com","705,871","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600051,宁波联合,"宁波联合集团股份有限公司","李水荣       ","宁波开发区东海路1号联合大厦","315803","http://www.nug.com.cn","董庆慈","0574-86221609","dqc@nug.com.cn","34,814","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600052,浙江广厦,"浙江广厦股份有限公司","张汉文","浙江省东阳市振兴路1号西侧","310005","http://www.gsgf.com","包宇芬","0571-87974176","Stock600052@gsgf.com","49,890","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600053,中江地产,"江西中江地产股份有限公司","钟虹光","江西省南昌市湾里区翠岩路1号","330077","-","王芳","0791-88666003","zjre600053@126.com","14,576","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600054,黄山旅游,"黄山旅游发展股份有限公司","黄林沐","安徽省黄山市黄山风景区温泉","245800","http://www.huangshan.com.cn或tourmart.cn","黄慧敏","0559-5580567","hshhm666@126.com","42,362","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600055,华润万东,"华润万东医疗装备股份有限公司","陈刚      ","北京市朝阳区酒仙桥东路9号院3号楼","100015","http://www.wandong.com.cn","张丹石","010-84569688","WdyL055@263.net.cn","10,588","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600056,中国医药,"中国医药健康产业股份有限公司","张本智先生 ","北京市东城区光明中街18 号","100061","http://www.meheco.cn","袁精华","010-67164267","Meheco600056@meheco.com.cn","59,255","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600057,象屿股份,"厦门象屿股份有限公司","王龙雏","厦门市现代物流园区象屿路99号厦门国际航运中心E栋7层08单元","361006","www.xiangyu.cn","高晨霞","0592-6516003","stock@xiangyu.cn","50,052","0","0","0","48,383,972,065.93","0","513,924,914.51","283,500,244.94","163,559,746.96","-4,805,222,099.89","20,792,783,358.75","3,772,698,079.44","0.32","0.32","0.19","0","13.57","0","7.83","0","0"
600058,五矿发展,"五矿发展股份有限公司","-","-","-","-","-","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600059,古越龙山,"浙江古越龙山绍兴酒股份有限公司","傅建伟","浙江省绍兴市北海桥","312000","http://www.shaoxingwine.com.cn","周娟英","0575-85158435　","zjy@shaoxingwine.com.cn","58,002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600060,海信电器,"青岛海信电器股份有限公司","于淑珉              ","青岛市经济技术开发区前湾港路218号","266555","www.hisense.com","江海旺","（0532）83889556","zqb@hisense.com","71,135","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600061,中纺投资,"中纺投资发展股份有限公司","张嵩林","上海浦东新区浦东南路500号国家开发银行大厦4202室","200052","http://www.sinotex-ctrc.com.cn","沈强","021－62818687","600061@sinotex-ctrc.com.cn","33,856","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600062,华润双鹤,"华润双鹤药业股份有限公司","王春城","北京市朝阳区望京利泽东二路1号","100102","http://www.dcpc.com","范彦喜","(010)64398099","mss@dcpc.com","31,690","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600063,皖维高新,"安徽皖维高新材料股份有限公司","吴福胜          ","安徽省巢湖市皖维路56号","238002","http://www.wwgf.com.cn","吴尚义","0551-82189280","wusy@wwgf.com.cn","75,264","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600064,南京高科,"南京高科股份有限公司","徐益民       ","南京经济技术开发区新港大道129号","210038","www.600064.com","谢建晖","025-85800728","600064@600064.com","37,143","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600065,*ST联谊,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600066,宇通客车,"郑州宇通客车股份有限公司","汤玉祥","郑州市管城区宇通路","450016","http://www.yutong.com","于莉","0371-66718281","sbd@yutong.com","35,733","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600067,冠城大通,"冠城大通股份有限公司","韩国龙","福建省福州市开发区快安延伸区创新楼","350005","www.gcdt.net","肖林寿","0591-83350026","600067@gcdt.net","42,630","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600068,葛洲坝,"中国葛洲坝集团股份有限公司","聂凯   ","湖北省武汉市解放大道558号葛洲坝大酒店","430033","http://www.cggc.cn","彭立权","027-59270353","gzb@cggc.cn","270,855","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600069,银鸽投资,"河南银鸽实业投资股份有限公司","贾粮钢      ","河南省漯河市银鸽路中段","462000","http://www.yinge.com.cn","谭洪涛","0395-5615607","Lhyg5907@163.com","71,146","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600070,浙江富润,"浙江富润股份有限公司","赵林中","浙江省诸暨市暨阳街道苎萝东路60号","311800","www.furun.net","卢伯军","0575-87015763","frdjtx@163.com","24,821","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600071,凤凰光学,"凤凰光学股份有限公司"," 罗小勇       ","江西省上饶市凤凰西大道197号","334100","http://www.phenixoptics.com.cn","朱群峰","0793-8259523","qunfengz@phenixoptics.com.cn","24,053","0","0","0","890,972,342.58","0","-153,768,623.35","-100,809,919.4","-106,344,730.97","-48,333,836.3","1,074,842,890.06","492,358,038.55","-0.42","-0.42","-0.45","0","-18.57","0","-19.59","0","0"
600072,中船股份,"中船钢构工程股份有限公司","高康","上海市上川路361号","201913","www.jnhi.com","陈慧","（021）66990372","mail@jnhi.com","60,007","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600073,上海梅林,"上海梅林正广和股份有限公司","马勇健","上海市浦东新区川桥路1501号","200070","http://www.shanghaimaling.com","马勇健（董事长兼任）","021-22257017","mayj@shanghaimaling.com","50,696","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600074,*ST中达,"江苏中达新材料集团股份有限公司","童爱平     ","南京市经济技术开发区(新港高新技术工业园)","214443","http://www.jszdzm.com","林硕奇","0510-86686352","zd600074@126.com","49,450","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600075,新疆天业,"新疆天业股份有限公司","吴彬","新疆石河子市经济技术开发区北三东路36号","832000","http://www.xj-tianye.com","李刚","0993-2623109","ygdq@sohu.com","44,054","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600076,青鸟华光,"潍坊北大青鸟华光科技股份有限公司","李明春","山东省潍坊市高新技术产业开发区北宫东街6号","261061","www.hg.com.cn","刘世祯","0536-2991601","liusz@hg.com.cn","28,761","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600077,宋都股份,"宋都基业投资股份有限公司","俞建午","杭州市富春路789号宋都大厦506室","310016","http://www.songdu.com","龚睿","0571-86759621","600077@songdu.com","20,490","0","0","0","2,323,031,034.37","0","87,373,356.54","37,089,740.39","41,935,496.24","-970,116,807.11","13,685,071,178.9","3,740,635,124.91","0.03","0.03","0.04","0","1.43","0","1.62","0","0"
600078,澄星股份,"江苏澄星磷化工股份有限公司","李兴","江苏省江阴市梅园大街618号","214432","-","夏正华","0510-80622329","cx@phosphatechina.com","70,036","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600079,人福医药,"人福医药集团股份公司","王学海","武汉东湖高新区高新大道666号","430075","www.humanwell.com.cn","李前伦","027-87597232","renfu.pr@renfu.com.cn","28,504","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600080,金花股份,"金花企业（集团）股份有限公司","吴一坚","西安市高新技术产业开发区科技四路202号","710065","http://www.ginwa.com.cn","孙明","029-88336635","irm@ginwa.com.cn","35,416","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600081,东风科技,"东风电子科技股份有限公司","高大林","上海市闵行区浦江镇新骏环路88号13幢203 室","200063","http://www.detc.com.cn","天涯","021-62033003-52","tianya@detc.com.cn","17,115","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600082,海泰发展,"天津海泰科技发展股份有限公司","宋克新","天津新技术产业园区华苑产业区","300384","www.hitech-develop.com","李刚","（022）8568 9891","ligang@hitech-develop.com","62,691","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600083,博信股份,"广东博信投资控股股份有限公司","朱凤廉","广东省清远市新城方正二街1号","511518","http://www.600083.com","禤振生","0763-3663333","gdbx600083@163.com","16,316","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600084,中葡股份,"中信国安葡萄酒业股份有限公司","高智明","新疆乌鲁木齐市红山路39号","830002","http://www.guoanwine.com","张荣亮","0991-8881238","zhangrongliang@citicguoanwine.com","34,297","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600085,同仁堂,"北京同仁堂股份有限公司","梅群            ","北京经济技术开发区西环南路8号","100062","http://www.tongrentang.com","贾泽涛","010-67020018","jiazetao@tongrentang.com","64,629","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600086,东方金钰,"东方金钰股份有限公司","赵兴龙       ","湖北省鄂州市武昌大道298号","518020","http://www.goldjade.cn","顾峰","0755-25266298","dfjy600086@sina.cn","17,108","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600087,*ST长油,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600088,中视传媒,"中视传媒股份有限公司","赵刚  ","上海市浦东新区福山路450号新天国际大厦17层A座","（沪）200122；（京）100026","http://www.ctv-media.com.cn","贺芳？？？ ","021-68765168","irmanager@ctv-media.com.cn","31,702","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600089,特变电工,"特变电工股份有限公司","张新","新疆维吾尔自治区昌吉市延安南路52号","831100","http://www.tbea.com.cn ","郭俊香","0994-6508000","gjxtbea@tbea.com.cn","279,007","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600090,啤酒花,"新疆啤酒花股份有限公司","黎启基 ","新疆乌鲁木齐经济技术开发区上海路130号","830026","www.xjhops.com","唐伟梅","0991-3687305","tangweimei@xjhops.com","48,525","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600091,ST明科,"包头明天科技股份有限公司","李国春","包头稀土高新技术产业开发区曙光路22号","014030","http://www.tomotech.com","关明","0472-2207068","guanming@tomotech.com","25,347","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600092,S*ST精密,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600093,禾嘉股份,"四川禾嘉股份有限公司","冷天辉      ","四川省成都市高新技术产业开发区九兴大道3号","610041","http://www.hejia.com","徐德智","（028）85155498","dmb@hejia.com","33,752","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600094,大名城,"上海大名城企业股份有限公司","  俞培俤    ","上海市闵行区红松东路1116号1幢5楼A区","201103","http://www.greattown.cn","张燕琦","021-62479058","zhangyanqi@greattown.cn","40,723","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600095,哈高科,"哈尔滨高科技（集团）股份有限公司","杨登瑞","哈尔滨开发区迎宾路集中区天平路2号","150078","www.hgk-group.com","马昆","0451-84348141","mkn@hgk-group.com","47,526","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600096,云天化,"云南云天化股份有限公司","张文学","云南省昆明市滇池路1417号","650228","www.yyth.com.cn","钟德红","（0871）64327127","zhongdehong@yth.cn","47,333","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600097,开创国际,"上海开创国际海洋资源股份有限公司","汤期庆","中国（上海）自由贸易试验区新灵路118号1201A室","200082","www.skmic.sh.cn","汪涛","021-65686875","ir@skmic.sh.cn","11,554","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600098,广州发展,"广州发展集团股份有限公司","伍竹林","广州市天河区临江大道3号28-30楼","510623","http://www.gdih.cn","张雪球","020-37850128","600098@gdgc.com.cn","67,573","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600099,林海股份,"林海股份有限公司","刘群           ","江苏省泰州市迎春西路199号","225300","HTTP://WWW.LINHAI.CN","袁瑞明","0523-86992016","18052610333@189.cn","17,977","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600100,同方股份,"同方股份有限公司","陆致成","北京海淀区王庄路1号清华同方科技大厦A座30层","100083","http://www.thtf.com.cn","孙岷","010－82399888","600100@thtf.com.cn","126,912","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600101,明星电力,"四川明星电力股份有限公司","秦怀平","四川省遂宁市开发区明月路88号","629000","http://www.mxdl.com.cn","唐敏","（0825）2210081","600101@mxdl.com.cn","31,010","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600102,莱钢股份,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600103,青山纸业,"福建省青山纸业股份有限公司","潘士颖                  ","福建省福州市五一北路171号新都会花园广场16层","365056","www.qingshanpaper.com","林建平","0591-83367773","dm@qingshanpaper.com","146,230","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600104,上汽集团,"上海汽车集团股份有限公司","陈虹","中国上海浦东张江高科技园区松涛路563号1号楼509室","200041","http://www.saicmotor.com","王剑璋","（021）22011138","saicmotor@saic.com.cn","105,751","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600105,永鼎股份,"江苏永鼎股份有限公司","莫林弟         ","江苏省苏州市吴江区芦墟镇318国道72K北侧","215211","www.yongding.com.cn","彭勇泉","0512－63271201","pyq@yongding.com.cn","51,647","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600106,重庆路桥,"重庆路桥股份有限公司","江津","重庆市渝中区和平路9号10-1","400060","www.cqrb.com.cn","张漫","023-62803632","cqrb@cqrb.com.cn","82,013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600107,美尔雅,"湖北美尔雅股份有限公司","杨闻孙","湖北省黄石市消防路29号","435003","www.mailyard.com.cn","王黎","07146360298","gufen@mailyard.com.cn","49,906","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600108,亚盛集团,"甘肃亚盛实业（集团）股份有限公司","杨树军          ","兰州市城关区雁兴路21号","730010","http://www.yasheng.com.cn","杨树军（代）","0931-8857057","ysjtdshbgs@163.com","220,267","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600109,国金证券,"国金证券股份有限公司","冉云         ","成都市青羊区东城根上街95号","610015","www.gjzq.com.cn","周洪刚","028-86690021","tzzgx@gjzq.com.cn","217,513","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600110,中科英华,"中科英华高技术股份有限公司","王为钢","吉林省长春市高新技术产业开发区北区航空街1666号","130102","www.kinwa.com.cn","袁梅","0431-85161088","IR@kinwa.com.cn","100,954","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600111,包钢稀土,"中国北方稀土（集团）高科技股份有限公司","孟志泉","内蒙古包头市稀土高新技术产业开发区","014030","www.reht.com   www.reht.cn","张日辉","0472-2207525   2207799","cnrezqb@126.com","289,595","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600112,长征电气,"贵州长征天成控股股份有限公司","王国生","贵州省遵义市武汉路临1号","563002","www.tckg.cn","陈磊","0851-28620788","chenlei201401@yeah.net","35,534","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600113,浙江东日,"浙江东日股份有限公司","杨作军     ","浙江省温州市矮凳桥92号","325003","www.dongri.com","郑羲亮","0577-88812155","ZJDONGRI@WZ.ZJ.CN","34,728","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600114,东睦股份,"东睦新材料集团股份有限公司","芦德宝    ","浙江省宁波市鄞州工业园区（姜山）景江路8号","315191","www.pm-china.com","曹阳","0574-8784 1061","caoyang@pm-china.com","17,129","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600115,东方航空,"中国东方航空股份有限公司","刘绍勇","上海市浦东新区国际机场机场大道66号","200335","www.ceair.com","汪健","021-22330928","ir@ceair.com","241,846","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600116,三峡水利,"重庆三峡水利电力（集团）股份有限公司","叶建桥","重庆市万州区高笋塘85号","重庆办公地址邮编400010；万州办公地址邮编404000","http://www.cqsxsl.com","陈丽娟","023-63801161","sxsl600116@163.com","39,288","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600117,西宁特钢,"西宁特殊钢股份有限公司","郭海荣       ","青海省西宁市","810005","http://www.xntg.com","杨凯","0971-5299186","xntgyk@sohu.com","74,481","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
