股票代码,简称,1,2,3,4,5,6,7,8,9,10
600010,包钢股份,"","","","","","","","","",""
600011,华能国际,"股东名称：华能国际电力开发公司;持股数量：5,066,662,118;持股比例：36.05%","股东名称：香港中央结算（代理人）有限公司;持股数量：2,902,280,217;持股比例：20.65%","股东名称：中国华能集团公司*;持股数量：1,561,371,213;持股比例：11.11%","股东名称：河北建设投资集团有限责任公司;持股数量：603,000,000;持股比例：4.29%","股东名称：中国华能集团香港有限公司;持股数量：472,000,000;持股比例：3.36%","股东名称：江苏省投资管理有限责任公司;持股数量：416,500,000;持股比例：2.96%","股东名称：辽宁能源投资（集团）有限责任公司;持股数量：388,619,936;持股比例：2.76%","股东名称：福建省投资开发集团有限责任公司;持股数量：374,467,500;持股比例：2.66%","股东名称：大连市建设投资集团有限公司;持股数量：301,500,000;持股比例：2.15%","股东名称：汇丰代理人（香港）有限公司;持股数量：162,418,480;持股比例：1.16%"
600012,皖通高速,"股东名称：安徽省高速公路控股集团有限公司;持股数量：523,957,120;持股比例：31.59%","股东名称：HKSCC NOMINEES LIMITED（代理人）;持股数量：489,157,898;持股比例：29.46%","股东名称：招商局华建公路投资有限公司;持股数量：356,913,158;持股比例：21.52%","股东名称：熊立武;持股数量：17,717,757;持股比例：1.07%","股东名称：全国社保基金四零七组合;持股数量：7,188,647;持股比例：0.43%","股东名称：邓普顿投资顾问有限公司;持股数量：6,304,771;持股比例：0.38%","股东名称：匡顺清;持股数量：4,117,923;持股比例：0.25%","股东名称：张凤桐;持股数量：2,000,000;持股比例：0.12%","股东名称：舒晓东;持股数量：1,877,394;持股比例：0.11%","股东名称：袁  惠;持股数量：1,645,625;持股比例：0.1%"
600015,华夏银行,"股东名称：首钢总公司;持股数量：1,805,506,536;持股比例：20.28%","股东名称：国网英大国际控股集团有限公司;持股数量：1,623,994,960;持股比例：18.24%","股东名称：DEUTSCHE BANK LUXEMBOURG S.A 德意志银行卢森堡股份有限公司;持股数量：826,392,738;持股比例：9.28%","股东名称：DEUTSCHE BANK AKTIENGESELLSCHAFT 德意志银行股份有限公司 ;持股数量：731,085,499;持股比例：8.21%","股东名称：红塔烟草（集团）有限责任公司;持股数量：389,480,000;持股比例：4.37%","股东名称：润华集团股份有限公司;持股数量：277,388,946;持股比例：3.12%","股东名称：SAL.OPPENHEIM JR.＆CIE.KOMMANDITGESELLSCHAFT AUF AKTIEN萨尔.奥彭海姆股份有限合伙企业;持股数量：222,560,000;持股比例：2.5%","股东名称：生命人寿保险股份有限公司-万能H;持股数量：157,823,090;持股比例：1.77%","股东名称：北京三吉利能源股份有限公司;持股数量：140,435,034;持股比例：1.58%","股东名称：上海健特生命科技有限公司;持股数量：116,438,819;持股比例：1.31%"
600016,民生银行,"股东名称：香港中央结算(代理人)有限公司;持股数量：5,742,566,478;持股比例：20.24%","股东名称：新希望投资有限公司;持股数量：1,333,586,825;持股比例：4.7%","股东名称：中国人寿保险股份有限公司－传统－普通保险产品－005L－CT001沪;持股数量：1,151,307,314;持股比例：4.06%","股东名称：上海健特生命科技有限公司;持股数量：958,110,824;持股比例：3.38%","股东名称：中国船东互保协会;持股数量：905,764,505;持股比例：3.19%","股东名称：东方集团股份有限公司;持股数量：888,970,224;持股比例：3.13%","股东名称：安邦财产保险股份有限公司－传统产品;持股数量：845,678,191;持股比例：2.98%","股东名称：中国泛海控股集团有限公司;持股数量：698,939,116;持股比例：2.46%","股东名称：福信集团有限公司;持股数量：569,365,227;持股比例：2.01%","股东名称：中国中小企业投资有限公司;持股数量：561,524,098;持股比例：1.98%"
600017,日照港,"股东名称：日照港集团有限公司;持股数量：1,263,740,123;持股比例：41.09%","股东名称：兖矿集团有限公司;持股数量：186,514,800;持股比例：6.06%","股东名称：山东高速集团有限公司;持股数量：117,000,000;持股比例：3.8%","股东名称：日照港集团岚山港务有限公司;持股数量：79,993,559;持股比例：2.6%","股东名称：中国华融资产管理股份有限公司;持股数量：73,600,000;持股比例：2.39%","股东名称：淄博矿业集团有限责任公司;持股数量：72,199,200;持股比例：2.35%","股东名称：山东省国有资产投资控股有限公司;持股数量：48,796,113;持股比例：1.59%","股东名称：山东钢铁集团有限公司;持股数量：40,442,288;持股比例：1.31%","股东名称：中国长城资产管理公司;持股数量：39,000,000;持股比例：1.27%","股东名称：山东海洋投资有限公司;持股数量：39,000,000;持股比例：1.27%"
600018,上港集团,"股东名称：上海市国有资产监督管理委员会;持股数量：9,284,491,490;持股比例：40.8%","股东名称：亚吉投资有限公司;持股数量：5,570,694,894;持股比例：24.48%","股东名称：上海同盛投资（集团）有限公司;持股数量：5,292,486,284;持股比例：23.26%","股东名称：上海国有资产经营有限公司;持股数量：193,235,050;持股比例：0.85%","股东名称：上海久事公司;持股数量：92,844,915;持股比例：0.41%","股东名称：上海交通投资（集团）有限公司;持股数量：29,070,000;持股比例：0.13%","股东名称：中国工商银行－上证50交易型开放式指数证券投资基金;持股数量：26,658,383;持股比例：0.12%","股东名称：中国银行股份有限公司－嘉实沪深300交易型开放式指数证券投资基金;持股数量：24,485,000;持股比例：0.11%","股东名称：南方东英资产管理有限公司－南方富时中国A50ETF;持股数量：22,136,907;持股比例：0.1%","股东名称：上海大盛资产有限公司;持股数量：18,010,000;持股比例：0.08%"
600019,宝钢股份,"股东名称：宝钢集团有限公司;持股数量：13,128,825,267;持股比例：79.71%","股东名称：招商银行股份有限公司－光大保德信优势配置股票型证券投资基金;持股数量：50,119,409;持股比例：0.3%","股东名称：华信信托股份有限公司;持股数量：49,351,100;持股比例：0.3%","股东名称：南方东英资产管理有限公司－南方富时中国A50ETF;持股数量：36,850,393;持股比例：0.22%","股东名称：摩根士丹利投资管理公司－摩根士丹利中国A股基金;持股数量：28,440,196;持股比例：0.17%","股东名称：中国银行股份有限公司－嘉实沪深300交易型开放式指数证券投资基金;持股数量：26,586,542;持股比例：0.16%","股东名称：中国人寿保险股份有限公司－分红－个人分红－005L－FH002沪;持股数量：25,675,561;持股比例：0.16%","股东名称：富达基金(香港)有限公司－客户资金;持股数量：23,885,583;持股比例：0.15%","股东名称：UBS  AG (瑞士银行有限公司,又称瑞银集团);持股数量：23,883,051;持股比例：0.14%","股东名称：中国工商银行－国投瑞银核心企业股票型证券投资基金;持股数量：23,590,000;持股比例：0.14%"
600020,中原高速,"股东名称：河南交通投资集团有限公司;持股数量：1,013,313,285;持股比例：45.09%","股东名称：招商局华建公路投资有限公司;持股数量：449,560,546;持股比例：20%","股东名称：中信证券股份有限公司客户信用交易担保证券账户;持股数量：4,120,550;持股比例：0.18%","股东名称：光大证券股份有限公司客户信用交易担保证券账户;持股数量：3,331,834;持股比例：0.15%","股东名称：招商证券股份有限公司客户信用交易担保证券账户;持股数量：3,096,928;持股比例：0.14%","股东名称：丁国建;持股数量：2,930,448;持股比例：0.13%","股东名称：宋加伟;持股数量：2,686,000;持股比例：0.12%","股东名称：田一夫;持股数量：2,665,936;持股比例：0.12%","股东名称：陈国伟;持股数量：2,493,326;持股比例：0.11%","股东名称：中国银河证券股份有限公司客户信用交易担保证券账户;持股数量：2,352,446;持股比例：0.1%"
600021,上海电力,"股东名称：中国电力投资集团公司;持股数量：916,646,315;持股比例：42.84%","股东名称：中国电力国际发展有限公司;持股数量：403,465,793;持股比例：18.86%","股东名称：中国长江电力股份有限公司;持股数量：171,474,696;持股比例：8.01%","股东名称：中国建设银行股份有限公司－华夏盛世精选股票型证券投资基金;持股数量：24,999,909;持股比例：1.17%","股东名称：唐建华;持股数量：16,160,239;持股比例：0.76%","股东名称：中国建设银行－交银施罗德蓝筹股票证券投资基金;持股数量：13,257,188;持股比例：0.62%","股东名称：中国银行－嘉实服务增值行业证券投资基金;持股数量：9,408,111;持股比例：0.44%","股东名称：中国电能成套设备有限公司;持股数量：9,006,489;持股比例：0.42%","股东名称：中国银行－华夏行业精选股票型证券投资基金(LOF);持股数量：8,427,073;持股比例：0.39%","股东名称：中国工商银行－南方绩优成长股票型证券投资基金;持股数量：8,000,000;持股比例：0.37%"
600022,山东钢铁,"股东名称：济钢集团有限公司;持股数量：2,548,435,534;持股比例：39.59%","股东名称：莱芜钢铁集团有限公司;持股数量：2,355,115,523;持股比例：36.59%","股东名称：山东省国有资产投资控股有限公司;持股数量：72,010,000;持股比例：1.12%","股东名称：山东省经济开发投资公司;持股数量：25,762,755;持股比例：0.4%","股东名称：李庆涛;持股数量：9,463,456;持股比例：0.15%","股东名称：肖锋;持股数量：8,401,163;持股比例：0.13%","股东名称：北京好石佳燃气设备有限责任公司;持股数量：6,570,000;持股比例：0.1%","股东名称：北京市扬轩贸易有限责任公司;持股数量：5,600,000;持股比例：0.08%","股东名称：山东金岭铁矿;持股数量：4,619,785;持股比例：0.07%","股东名称：山东耐火材料集团有限公司;持股数量：4,619,785;持股比例：0.07%"
600026,中海发展,"股东名称：中国海运(集团)总公司;持股数量：1,578,500,000;持股比例：46.36%","股东名称：HKSCC NOMINEES LIMITED             ;持股数量：1,287,282,896;持股比例：37.81%","股东名称：丁金香;持股数量：5,551,570;持股比例：0.16%","股东名称：易方达资产管理(香港)有限公司－客户资金(交易所);持股数量：5,250,260;持股比例：0.15%","股东名称：中国农业银行－益民创新优势混合型证券投资基金;持股数量：4,579,086;持股比例：0.13%","股东名称：哈增义;持股数量：4,325,781;持股比例：0.13%","股东名称：彭建辉;持股数量：3,293,429;持股比例：0.1%","股东名称：华润深国投信托有限公司－枫岭1期证券投资集合资金信托;持股数量：3,164,587;持股比例：0.09%","股东名称：MERRILL LYNCH INTERNATIONAL;持股数量：2,745,053;持股比例：0.08%","股东名称：安保资本投资有限公司－安保资本中国成长基金;持股数量：2,299,993;持股比例：0.07%"
600027,华电国际,"股东名称：中国华电集团公司;持股数量：3,256,923,853;持股比例：44.19%","股东名称：香港中央结算（代理人）有限公司;持股数量：1,417,470,350;持股比例：19.23%","股东名称：山东省国际信托有限公司;持股数量：800,766,729;持股比例：10.86%","股东名称：上海电气集团股份有限公司;持股数量：120,000,000;持股比例：1.63%","股东名称：青岛国信发展（集团）有限责任公司;持股数量：80,000,000;持股比例：1.09%","股东名称：青岛华通国有资本运营（集团）有限责任公司;持股数量：70,000,000;持股比例：0.95%","股东名称：山东鲁能发展集团有限公司;持股数量：66,411,468;持股比例：0.9%","股东名称：中国建设银行－鹏华价值优势股票型证券投资基金;持股数量：60,025,081;持股比例：0.81%","股东名称：中国工商银行－诺安价值增长股票证券投资基金;持股数量：52,950,181;持股比例：0.72%","股东名称：航天神舟投资管理有限公司;持股数量：39,931,599;持股比例：0.54%"
600028,中国石化,"股东名称：中国石油化工集团公司;持股数量：85,662,948,858;持股比例：73.49%","股东名称：香港（中央结算）代理人有限公司注2;持股数量：25,372,181,059;持股比例：21.77%","股东名称：国泰君安证券股份有限公司注3;持股数量：338,378,335;持股比例：0.29%","股东名称：中国证券金融股份有限公司注4;持股数量：290,856,807;持股比例：0.25%","股东名称：卡塔尔控股有限责任公司－自有资金;持股数量：89,996,185;持股比例：0.08%","股东名称：全国社保基金一零六组合;持股数量：86,008,148;持股比例：0.07%","股东名称：南方东英资产管理有限公司－南方富时中国A50ETF;持股数量：61,895,108;持股比例：0.05%","股东名称：中国工商银行－上证50交易型开放式指数证券投资基金;持股数量：53,199,823;持股比例：0.05%","股东名称：中国工商银行－南方成份精选股票型证券投资基金;持股数量：60,297,141;持股比例：0.05%","股东名称：中国太平洋人寿保险股份有限公司－传统－普通保险产品;持股数量：48,503,201;持股比例：0.04%"
600029,南方航空,"股东名称：中国南方航空集团公司 ;持股数量：4,150,050,000;持股比例：42.27%","股东名称：香港中央结算（代理人）有限公司;持股数量：1,745,768,297;持股比例：17.78%","股东名称：南龙控股有限公司;持股数量：1,033,650,000;持股比例：10.53%","股东名称：安徽海螺创业投资有限责任公司;持股数量：205,263,890;持股比例：2.09%","股东名称：中航鑫港担保有限公司 ;持股数量：159,000,000;持股比例：1.62%","股东名称：赵晓东     ;持股数量：147,878,224;持股比例：1.51%","股东名称：芜湖瑞健投资咨询有限公司 ;持股数量：142,050,000;持股比例：1.45%","股东名称：中国工商银行－宝盈泛沿海区域增长股票证券投资基金                                ;持股数量：23,976,800;持股比例：0.24%","股东名称：全国社保基金五零一组合  ;持股数量：20,110,035;持股比例：0.2%",""
600030,中信证券,"股东名称：中国中信股份有限公司注1;持股数量：2,236,890,620;持股比例：20.3%","股东名称：香港中央结算（代理人）有限公司注2;持股数量：1,178,008,200;持股比例：10.69%","股东名称：中国人寿保险股份有限公司注3;持股数量：361,059,999;持股比例：3.28%","股东名称：中国人寿保险(集团)公司－传统－普通保险产品;持股数量：231,141,935;持股比例：2.1%","股东名称：华夏人寿保险股份有限公司－万能保险产品;持股数量：129,908,681;持股比例：1.18%","股东名称：中国运载火箭技术研究院;持股数量：106,478,308;持股比例：0.97%","股东名称：南方东英资产管理有限公司－南方富时中国A50ETF;持股数量：71,730,053;持股比例：0.65%","股东名称：南京高科股份有限公司;持股数量：64,563,634;持股比例：0.59%","股东名称：中信国安集团有限公司;持股数量：63,739,930;持股比例：0.58%","股东名称：中国证券金融股份有限公司;持股数量：51,447,504;持股比例：0.47%"
600031,三一重工,"股东名称：三一集团有限公司;持股数量：4,281,311,012;持股比例：56.21%","股东名称：梁稳根;持股数量：286,575,517;持股比例：3.76%","股东名称：唐修国;持股数量：47,284,115;持股比例：0.62%","股东名称：毛中吾;持股数量：43,231,190;持股比例：0.57%","股东名称：向文波;持股数量：43,231,189;持股比例：0.57%","股东名称：TEMASEK FULLERTON ALPHA PTE LTD;持股数量：39,715,225;持股比例：0.52%","股东名称：翟  纯;持股数量：37,433,260;持股比例：0.49%","股东名称：中国工商银行－上证50交易型开放式指数证券投资基金;持股数量：29,438,414;持股比例：0.39%","股东名称：郭良保;持股数量：28,180,807;持股比例：0.37%","股东名称：袁金华;持股数量：25,846,319;持股比例：0.34%"
600033,福建高速,"股东名称：福建省高速公路有限责任公司;持股数量：992,367,729;持股比例：36.16%","股东名称：招商局华建公路投资有限公司;持股数量：487,112,772;持股比例：17.75%","股东名称：永安财产保险股份有限公司－传统保险产品1号;持股数量：33,013,328;持股比例：1.2%","股东名称：施淑玲;持股数量：17,207,698;持股比例：0.63%","股东名称：海通证券资管－光大银行－海通海汇共赢1号集合资产管理计划;持股数量：12,673,569;持股比例：0.46%","股东名称：徐惠民;持股数量：5,146,628;持股比例：0.19%","股东名称：顾阿六;持股数量：4,515,625;持股比例：0.16%","股东名称：胡小燕;持股数量：4,454,512;持股比例：0.16%","股东名称：卢文星;持股数量：4,470,300;持股比例：0.16%","股东名称：黄德英;持股数量：3,608,167;持股比例：0.13%"
600035,楚天高速,"股东名称：湖北省交通投资有限公司;持股数量：376,066,930;持股比例：40.37%","股东名称：招商局华建公路投资有限公司;持股数量：214,500,637;持股比例：23.02%","股东名称：杨秋林;持股数量：15,188,900;持股比例：1.63%","股东名称：中国建设银行－鹏华价值优势股票型证券投资基金;持股数量：12,909,237;持股比例：1.39%","股东名称：张佛连;持股数量：4,665,500;持股比例：0.5%","股东名称：倪沁玲;持股数量：4,634,100;持股比例：0.5%","股东名称：宏信证券－光大－宏信证券宏大一号集合资产管理计划;持股数量：4,296,665;持股比例：0.46%","股东名称：王淑萍;持股数量：1,977,681;持股比例：0.21%","股东名称：黄国明;持股数量：1,938,835;持股比例：0.21%","股东名称：李亮;持股数量：1,799,991;持股比例：0.19%"
600036,招商银行,"股东名称：香港中央结算（代理人）有限公司;持股数量：4,532,238,828;持股比例：17.97%","股东名称：招商局轮船股份有限公司;持股数量：3,162,424,323;持股比例：12.54%","股东名称：中国远洋运输(集团)总公司;持股数量：1,574,729,111;持股比例：6.24%","股东名称：安邦财产保险股份有限公司－传统产品;持股数量：1,444,376,187;持股比例：5.73%","股东名称：生命人寿保险股份有限公司－万能H;持股数量：1,031,787,433;持股比例：4.09%","股东名称：深圳市晏清投资发展有限公司;持股数量：747,589,686;持股比例：2.96%","股东名称：广州海运（集团）有限公司;持股数量：668,649,167;持股比例：2.65%","股东名称：深圳市楚源投资发展有限公司;持股数量：653,135,659;持股比例：2.59%","股东名称：中国交通建设股份有限公司;持股数量：450,164,945;持股比例：1.78%","股东名称：上海汽车集团股份有限公司;持股数量：432,125,895;持股比例：1.71%"
600037,歌华有线,"股东名称：北京北广传媒投资发展中心;持股数量：476,919,370;持股比例：44.98%","股东名称：北京北青文化艺术公司                                                            ;持股数量：10,153,150;持股比例：0.96%","股东名称：北京有线全天电视购物有限责任公司                                                ;持股数量：6,973,323;持股比例：0.66%","股东名称：北京出版集团有限责任公司                                                        ;持股数量：5,230,000;持股比例：0.49%","股东名称：任民                                                                            ;持股数量：3,150,000;持股比例：0.41%","股东名称：中国工商银行－博时精选股票证券投资基金                                          ;持股数量：3,000,023;持股比例：0.28%","股东名称：李翊                                                                            ;持股数量：2,461,900;持股比例：0.23%","股东名称：张飞                                                                            ;持股数量：1,599,231;持股比例：0.15%","股东名称：刘晓辉                                                                          ;持股数量：1,629,131;持股比例：0.15%","股东名称：中国农业银行股份有限公司－中证500交易型开放式指数证券投资基金                   ;持股数量：1,569,973;持股比例：0.15%"
600038,哈飞股份,"股东名称：哈尔滨航空工业（集团）有限公司;持股数量：168,856,523;持股比例：28.65%","股东名称：中航直升机有限责任公司;持股数量：110,726,172;持股比例：18.78%","股东名称：哈尔滨飞机工业集团有限责任公司;持股数量：48,070,786;持股比例：8.15%","股东名称：中国航空科技工业股份有限公司;持股数量：38,029,758;持股比例：6.45%","股东名称：中国建银投资有限责任公司;持股数量：30,266,717;持股比例：5.13%","股东名称：工银瑞信基金－工商银行－工银瑞信定向增发保本分级5号结构化资产管理计划;持股数量：11,240,000;持股比例：1.91%","股东名称：全国社保基金一零八组合;持股数量：8,099,968;持股比例：1.37%","股东名称：中国银河投资管理有限公司;持股数量：6,600,000;持股比例：1.12%","股东名称：渤海证券－工商银行－渤海分级定增宝1号集合资产管理计划;持股数量：6,469,000;持股比例：1.1%","股东名称：交通银行－博时新兴成长股票型证券投资基金;持股数量：5,500,000;持股比例：0.93%"
600039,四川路桥,"股东名称：四川省铁路产业投资集团有限责任公司;持股数量：695,156,992;持股比例：46.04%","股东名称：四川产业振兴发展投资基金有限公司;持股数量：139,200,000;持股比例：9.22%","股东名称：财通基金－平安银行－平安信托－平安财富·创赢二期2号集合资金信托计划;持股数量：47,500,000;持股比例：3.15%","股东名称：诺安基金－工商银行－华融信托－华融·得壹普泰11号权益投资集合资金信托计划;持股数量：47,200,000;持股比例：3.13%","股东名称：国华人寿保险股份有限公司－万能三号;持股数量：46,405,940;持股比例：3.07%","股东名称：兴业银行股份有限公司－兴全趋势投资混合型证券投资基金;持股数量：30,837,425;持股比例：2.04%","股东名称：东吴证券股份有限公司;持股数量：20,000,000;持股比例：1.33%","股东名称：财通基金－平安银行－平安信托－平安财富·创赢一期77号集合资金信托计划;持股数量：19,480,000;持股比例：1.29%","股东名称：财通基金－平安银行－平安信托－平安财富·创赢一期80号集合资金信托计划;持股数量：19,480,000;持股比例：1.29%","股东名称：安华农业保险股份有限公司－传统保险产品;持股数量：12,000,000;持股比例：0.8%"
600048,保利地产,"股东名称：保利南方集团有限公司;持股数量：3,007,916,449;持股比例：42.14%","股东名称：广东华美国际投资集团有限公司;持股数量：147,565,000;持股比例：2.07%","股东名称：中国保利集团公司;持股数量：139,031,682;持股比例：1.95%","股东名称：国信证券股份有限公司;持股数量：81,147,200;持股比例：1.14%","股东名称：中国人寿保险股份有限公司－分红－个人分红－005L－FH002沪;持股数量：57,243,464;持股比例：0.8%","股东名称：朱前记;持股数量：57,072,467;持股比例：0.8%","股东名称：中国太平洋人寿保险股份有限公司－分红－个人分红;持股数量：52,961,008;持股比例：0.74%","股东名称：张克强;持股数量：49,247,000;持股比例：0.69%","股东名称：中国工商银行－广发聚富开放式证券投资基金;持股数量：45,000,016;持股比例：0.63%","股东名称：华信信托股份有限公司;持股数量：42,727,537;持股比例：0.6%"
600050,中国联通,"","","","","","","","","",""
600051,宁波联合,"股东名称：浙江荣盛控股集团有限公司;持股数量：90,417,600;持股比例：29.9%","股东名称：宁波经济技术开发区控股有限公司;持股数量：6,225,772;持股比例：2.06%","股东名称：李雪交;持股数量：3,359,598;持股比例：1.11%","股东名称：平安信托有限责任公司－睿富二号;持股数量：2,490,000;持股比例：0.82%","股东名称：阳泉市红楼商贸有限公司;持股数量：1,980,000;持股比例：0.65%","股东名称：项明;持股数量：1,870,800;持股比例：0.62%","","","",""
600052,浙江广厦,"股东名称：广厦控股集团有限公司;持股数量：337,050,000;持股比例：38.66%","股东名称：广厦建设集团有限责任公司;持股数量：86,424,450;持股比例：9.91%","股东名称：杭州股权管理中心;持股数量：23,710,952;持股比例：2.72%","股东名称：包丽华;持股数量：20,057,596;持股比例：2.3%","股东名称：卢振华;持股数量：16,422,676;持股比例：1.88%","股东名称：桂冬生;持股数量：12,157,408;持股比例：1.39%","股东名称：卢振东;持股数量：8,522,821;持股比例：0.98%","股东名称：广东粤财信托有限公司－中鼎三;持股数量：7,250,089;持股比例：0.83%","股东名称：吴国文;持股数量：7,136,982;持股比例：0.82%","股东名称：蒋海滨;持股数量：7,003,551;持股比例：0.8%"
