股票代码,简称,1,2,3,4,5,6,7,8,9,10
600022,山东钢铁,"股东名称：济钢集团有限公司;持股数量：2,143,421,174;持股比例：68.69%","股东名称：兴业银行股份有限公司-兴全全球视野股票型证券投资基金;持股数量：30,114,386;持股比例：0.97%","股东名称：莱芜钢铁集团有限公司;持股数量：7,699,642;持股比例：0.25%","股东名称：国联证券股份有限公司;持股数量：5,710,900;持股比例：0.18%","股东名称：中原-建行-中原证券炎黄一号精选基金集合资产管理计划;持股数量：4,980,001;持股比例：0.16%","股东名称：山东耐火材料有限公司;持股数量：4,619,785;持股比例：0.15%","股东名称：山东金岭铁矿;持股数量：4,619,785;持股比例：0.15%","股东名称：山东黄金集团有限公司;持股数量：4,619,785;持股比例：0.15%","股东名称：兴业全球基金公司-兴业-白新亮特定资产管理;持股数量：4,317,818;持股比例：0.14%","股东名称：顾学群;持股数量：4,136,448;持股比例：0.13%"
600026,中海发展,"股东名称：中国海运(集团)总公司;持股数量：1,578,500,000;持股比例：46.36%","股东名称：HKSCC NOMINEES LIMITED;持股数量：1,288,284,896;持股比例：37.84%","股东名称：中国建设银行-长城品牌优选股票型证券投资基金;持股数量：9,233,660;持股比例：0.27%","股东名称：安石投资管理有限公司-安石大中华基金;持股数量：4,397,257;持股比例：0.13%","股东名称：中国人民人寿保险股份有限公司-万能-个险万能;持股数量：4,023,045;持股比例：0.12%","股东名称：中国工商银行-诺安价值增长股票证券投资基金;持股数量：3,982,960;持股比例：0.12%","股东名称：中国银行-华宝兴业动力组合股票型证券投资基金;持股数量：3,900,123;持股比例：0.11%","股东名称：中国银行-嘉实沪深300指数证券投资基金;持股数量：3,461,253;持股比例：0.1%","股东名称：文登泰宇皮件有限公司;持股数量：3,240,120;持股比例：0.1%","股东名称：银河证券-招行-银河金星1号集合资产管理计划;持股数量：3,124,002;持股比例：0.09%"
600027,华电国际,"股东名称：中国华电集团公司;持股数量：3,196,923,853;持股比例：47.21%","股东名称：香港中央结算(代理人)有限公司;持股数量：1,405,705,000;持股比例：20.76%","股东名称：山东省国际信托有限公司;持股数量：800,766,729;持股比例：11.83%","股东名称：青岛国信发展(集团)有限责任公司;持股数量：80,000,000;持股比例：1.18%","股东名称：青岛华通国有资本运营(集团)有限责任公司;持股数量：70,000,000;持股比例：1.03%","股东名称：山东鲁能发展集团有限公司;持股数量：66,411,468;持股比例：0.98%","股东名称：航天神舟投资管理有限公司;持股数量：56,999,900;持股比例：0.84%","股东名称：中国工商银行-诺安价值增长股票证券投资基金;持股数量：46,874,480;持股比例：0.69%","股东名称：博时价值增长证券投资基金;持股数量：40,231,196;持股比例：0.59%","股东名称：中国建设银行股份有限公司-华夏盛世精选股票型证券投资基金;持股数量：37,839,308;持股比例：0.56%"
600028,中国石化,"股东名称：中国石油化工集团公司;持股数量：65,758,044,000;持股比例：75.84%","股东名称：香港(中央结算)代理人有限公司;持股数量：16,671,989,000;持股比例：19.23%","股东名称：国泰君安证券股份有限公司;持股数量：256,751,000;持股比例：0.3%","股东名称：中国人寿保险股份有限公司-分红-个人分红-005L-FH002沪;持股数量：170,958,000;持股比例：0.2%","股东名称：中国人民人寿保险股份有限公司-分红-个险分红;持股数量：143,124,000;持股比例：0.17%","股东名称：华安宏利股票型证券投资基金;持股数量：73,700,000;持股比例：0.09%","股东名称：嘉实主题新动力股票型证券投资基金;持股数量：42,040,000;持股比例：0.05%","股东名称：上证50交易型开放式指数证券投资基金;持股数量：41,943,000;持股比例：0.05%","股东名称：全国社保基金一零一组合;持股数量：33,707,000;持股比例：0.04%","股东名称：泰康人寿保险股份有限公司-分红-个人分红-019L-FH002沪;持股数量：30,500,000;持股比例：0.04%"
600029,南方航空,"股东名称：中国南方航空集团公司;持股数量：4,145,050,000;持股比例：42.22%","股东名称：香港中央结算(代理人)有限公司;持股数量：1,750,064,398;持股比例：17.83%","股东名称：南龙控股有限公司;持股数量：1,033,650,000;持股比例：10.53%","股东名称：安徽海螺创业投资有限责任公司;持股数量：176,600,000;持股比例：1.8%","股东名称：中国平安人寿保险股份有限公司-传统-普通保险产品;持股数量：159,000,000;持股比例：1.62%","股东名称：中航鑫港担保有限公司;持股数量：159,000,000;持股比例：1.62%","股东名称：芜湖瑞健投资咨询有限公司;持股数量：144,200,000;持股比例：1.47%","股东名称：赵晓东;持股数量：115,472,200;持股比例：1.18%","股东名称：全国社保基金五零一组合;持股数量：90,000,000;持股比例：0.92%","股东名称：太平人寿保险有限公司-传统-普通保险产品-022L-CT001沪;持股数量：80,000,000;持股比例：0.81%"
600030,中信证券,"股东名称：中国中信集团公司;持股数量：2,236,890,620;持股比例：20.3%","股东名称：香港中央结算(代理人)有限公司;持股数量：1,178,083,200;持股比例：10.69%","股东名称：中国人寿保险股份有限公司;持股数量：497,969,991;持股比例：4.52%","股东名称：中国人寿保险(集团)公司-传统-普通保险产品;持股数量：231,141,935;持股比例：2.1%","股东名称：中国运载火箭技术研究院;持股数量：106,478,308;持股比例：0.97%","股东名称：南京新港高科技股份有限公司;持股数量：91,823,634;持股比例：0.83%","股东名称：柳州两面针股份有限公司;持股数量：69,699,685;持股比例：0.63%","股东名称：UBS AG;持股数量：65,688,055;持股比例：0.6%","股东名称：光大证券股份有限公司;持股数量：65,643,778;持股比例：0.6%","股东名称：中信国安集团公司;持股数量：63,739,930;持股比例：0.58%"
600031,三一重工,"股东名称：三一集团有限公司;持股数量：4,281,311,012;持股比例：56.38%","股东名称：梁稳根;持股数量：286,575,517;持股比例：3.77%","股东名称：博时价值增长证券投资基金;持股数量：106,225,807;持股比例：1.4%","股东名称：唐修国;持股数量：47,284,115;持股比例：0.62%","股东名称：毛中吾;持股数量：43,231,190;持股比例：0.57%","股东名称：向文波;持股数量：43,231,189;持股比例：0.57%","股东名称：翟纯;持股数量：37,436,485;持股比例：0.49%","股东名称：中国建设银行-博时价值增长贰号证券投资基金;持股数量：37,204,910;持股比例：0.49%","股东名称：中国建设银行-富国天博创新主题股票型证券投资基金;持股数量：32,049,996;持股比例：0.42%","股东名称：中国工商银行-上证50交易型开放式指数证券投资基金;持股数量：31,857,358;持股比例：0.42%"
600033,福建高速,"股东名称：福建省高速公路有限责任公司;持股数量：992,367,729;持股比例：36.16%","股东名称：招商局华建公路投资有限公司;持股数量：487,112,772;持股比例：17.75%","股东名称：施淑玲;持股数量：19,957,698;持股比例：0.73%","股东名称：银河证券-招行-银河金星1号集合资产管理计划;持股数量：8,523,093;持股比例：0.31%","股东名称：中国人寿保险股份有限公司-分红-个人分红-005L-FH002沪;持股数量：7,500,000;持股比例：0.27%","股东名称：雷嘉;持股数量：4,009,932;持股比例：0.15%","股东名称：中国农业银行股份有限公司-南方中证500指数证券投资基金(LOF);持股数量：3,716,500;持股比例：0.14%","股东名称：招商银行股份有限公司-上证红利交易型开放式指数证券投资基金;持股数量：3,082,977;持股比例：0.11%","股东名称：徐惠民;持股数量：3,029,737;持股比例：0.11%","股东名称：方奕忠;持股数量：2,910,300;持股比例：0.11%"
600035,楚天高速,"股东名称：湖北省交通投资有限公司;持股数量：376,066,930;持股比例：40.37%","股东名称：招商局华建公路投资有限公司;持股数量：214,500,637;持股比例：23.02%","股东名称：中国建设银行-鹏华价值优势股票型证券投资基金;持股数量：27,499,774;持股比例：2.95%","股东名称：新华人寿保险股份有限公司-万能-得意理财-018L-WN001沪;持股数量：8,000,000;持股比例：0.86%","股东名称：中国太平洋人寿保险股份有限公司-万能-个人万能;持股数量：5,999,917;持股比例：0.64%","股东名称：王清;持股数量：3,300,000;持股比例：0.35%","股东名称：中国光大银行股份有限公司-光大保德信量化核心证券投资;持股数量：2,343,400;持股比例：0.25%","股东名称：黄国明;持股数量：1,657,630;持股比例：0.18%","股东名称：中海信托股份有限公司-新股约定申购资金信托(6);持股数量：1,251,450;持股比例：0.13%","股东名称：陈志光;持股数量：1,123,000;持股比例：0.12%"
600036,招商银行,"股东名称：香港中央结算(代理人)有限公司;持股数量：3,854,145,855;持股比例：17.86%","股东名称：招商局轮船股份有限公司;持股数量：2,675,612,600;持股比例：12.4%","股东名称：中国远洋运输(集团)总公司;持股数量：1,341,336,551;持股比例：6.22%","股东名称：深圳市晏清投资发展有限公司;持股数量：636,788,489;持股比例：2.95%","股东名称：广州海运(集团)有限公司;持股数量：631,287,834;持股比例：2.93%","股东名称：深圳市楚源投资发展有限公司;持股数量：556,333,611;持股比例：2.58%","股东名称：中国交通建设股份有限公司;持股数量：383,445,439;持股比例：1.78%","股东名称：上海汽车集团股份有限公司;持股数量：368,079,979;持股比例：1.71%","股东名称：中海石油投资控股有限公司;持股数量：301,593,148;持股比例：1.4%","股东名称：山东省国有资产投资控股有限公司;持股数量：258,470,781;持股比例：1.2%"
600037,歌华有线,"股东名称：北京北广传媒投资发展中心;持股数量：476,919,370;持股比例：44.98%","股东名称：北京北青文化艺术公司;持股数量：10,153,150;持股比例：0.96%","股东名称：中国工商银行-诺安价值增长股票证券投资基金;持股数量：9,831,244;持股比例：0.93%","股东名称：中国建设银行-华夏红利混合型开放式证券投资基金;持股数量：9,696,328;持股比例：0.91%","股东名称：中国人寿保险股份有限公司-分红-个人分红-005L-FH002沪;持股数量：7,656,002;持股比例：0.72%","股东名称：中国太平洋人寿保险股份有限公司-传统-普通保险产品;持股数量：7,399,930;持股比例：0.7%","股东名称：北京有线全天电视购物有限责任公司;持股数量：6,973,323;持股比例：0.66%","股东名称：中国工商银行股份有限公司-诺安成长股票型证券投资基金;持股数量：5,396,161;持股比例：0.51%","股东名称：北京出版集团有限责任公司;持股数量：5,230,000;持股比例：0.49%","股东名称：要彦彬;持股数量：4,558,750;持股比例：0.43%"
600038,哈飞股份,"股东名称：哈尔滨航空工业(集团)有限公司;持股数量：168,856,523;持股比例：50.05%","股东名称：中国建银投资有限责任公司;持股数量：30,266,717;持股比例：8.97%","股东名称：中国银行-嘉实主题精选混合型证券投资基金;持股数量：9,845,609;持股比例：2.92%","股东名称：中国建设银行-上投摩根阿尔法股票型证券投资基金;持股数量：4,797,701;持股比例：1.42%","股东名称：南方证券有限公司;持股数量：4,414,235;持股比例：1.31%","股东名称：中国农业银行股份有限公司上海市分行;持股数量：3,883,006;持股比例：1.15%","股东名称：中国工商银行股份有限公司-国投瑞银稳健增长灵活配置混合型证券投资基金;持股数量：3,529,231;持股比例：1.05%","股东名称：中国人寿保险(集团)公司-传统-普通保险产品;持股数量：3,227,757;持股比例：0.96%","股东名称：中国银行-招商先锋证券投资基金;持股数量：2,704,393;持股比例：0.8%","股东名称：交通银行-华安创新证券投资基金;持股数量：2,500,289;持股比例：0.74%"
600039,四川路桥,"股东名称：四川省铁路产业投资集团有限责任公司;持股数量：108,809,440;持股比例：35.79%","股东名称：中国工商银行-鹏华行业成长证券投资基金;持股数量：3,603,404;持股比例：1.19%","股东名称：交通银行-普天收益证券投资基金;持股数量：2,730,945;持股比例：0.9%","股东名称：彭世勇;持股数量：1,845,950;持股比例：0.61%","股东名称：陆秋燕;持股数量：1,544,700;持股比例：0.51%","股东名称：安庆跃;持股数量：1,415,190;持股比例：0.47%","股东名称：庄新建;持股数量：1,208,800;持股比例：0.4%","股东名称：楼水安;持股数量：1,143,858;持股比例：0.38%","股东名称：陆昌元;持股数量：1,041,835;持股比例：0.34%","股东名称：陈敬森;持股数量：899,300;持股比例：0.3%"
600048,保利地产,"股东名称：保利南方集团有限公司;持股数量：2,506,597,041;持股比例：42.14%","股东名称：广东华美国际投资集团有限公司;持股数量：133,046,000;持股比例：2.24%","股东名称：全国社会保障基金理事会转持二户;持股数量：131,820,000;持股比例：2.22%","股东名称：中国保利集团公司;持股数量：115,859,735;持股比例：1.95%","股东名称：博时价值增长证券投资基金;持股数量：80,000,000;持股比例：1.34%","股东名称：中国人寿保险股份有限公司-分红-个人分红-005L-FH002沪;持股数量：75,882,092;持股比例：1.28%","股东名称：国信证券股份有限公司;持股数量：67,600,000;持股比例：1.14%","股东名称：百年化妆护理品有限公司;持股数量：53,232,399;持股比例：0.89%","股东名称：张克强;持股数量：49,515,141;持股比例：0.83%","股东名称：朱前记;持股数量：47,878,656;持股比例：0.8%"
