股票代码,简称,公司法定中文名称,公司法定代表人,公司注册地址,公司办公地址邮政编码,公司国际互联网网址,公司董事会秘书姓名,公司董事会秘书电话,公司董事会秘书电子信箱,报告期末股东总数,每10股送红股数,每10股派息数（含税）,每10股转增数,本期营业收入(元),本期营业利润(元),利润总额(元),归属于上市公司股东的净利润(元),归属于上市公司股东的扣除非经常性损益的净利润(元),经营活动产生的现金流量净额(元),总资产(元),所有者权益（或股东权益）(元),基本每股收益(元/股),稀释每股收益(元/股),扣除非经常性损益后的基本每股收益(元/股),全面摊薄净资产收益率（%）,加权平均净资产收益率（%）,扣除非经常性损益后全面摊薄净资产收益率（%）,扣除非经常性损益后的加权平均净资产收益率（%）,每股经营活动产生的现金流量净额(元/股),归属于上市公司股东的每股净资产（元/股）
600010,包钢股份,"内蒙古包钢钢联股份有限公司","周秉利","内蒙古包头市昆区河西工业区","014010","http://bisc@sohu.com","郭景龙","86-472-2189528","glgfzqb@126.com","608,040","0","0.12","0","40,546,380,656.08","0","259,874,010.01","194,098,492.01","202,727,510.51","2,236,782,461.59","42,043,987,098.78","12,604,723,839.77","0.03","0.03","0.03","0","1.55","0","1.62","0.35","1.96"
600011,华能国际,"华能国际电力股份有限公司","曹培玺","北京市西城区复兴门南大街丙2号天银大厦C段西区","100031","http://www.hpi.com.cn、www.hpi-ir.com.hk","谷碧泉","86-10-63226999","gbq@hpi.com.cn","149,738","0","2","0","104,307,701,910","0","4,593,423,909","3,544,304,422","3,223,155,150","18,066,724,784","223,952,747,826","52,891,269,202","0.29","0.29","0.27","0","8.53","0","7.76","1.49","3.76"
600012,皖通高速,"安徽皖通高速公路股份有限公司","周仁强","安徽省合肥市望江西路520号","230088","http://www.anhui-expressway.cn","谢新宇","86-551-5338681","wtgs@anhui-expressway.cn","70,626","0","2.1","0","2,109,565,320.05","0","1,126,767,815.13","782,917,338.44","786,550,814.91","1,543,382,383.69","9,411,387,700.04","5,756,707,003.2","0.47","0.47","0.47","0","13.6","0","13.66","0.93","3.47"
600015,华夏银行,"华夏银行股份有限公司","吴建","北京市东城区建国门内大街22号","100005","http://www.hxb.com.cn、www.95577.com.cn","赵军学","86-10-85238570、85239938","zhdb@hxb.com.cn","187,785","0","2","0","24,478,895,000","0","8,007,954,000","5,989,582,000","5,999,531,000","23,275,343,000","1,040,230,442,000","35,495,880,000","1.2","1.2","1.2","16.87","18.25","16.9","18.29","4.66","7.11"
600016,民生银行,"中国民生银行股份有限公司","董文标","中国北京市西城区复兴门内大街2号 ","100031","http://www.cmbc.com.cn","毛晓峰","86-10-68946790","cmbc@cmbc.com.cn","-","0","1","0","54,768,000,000","0","22,976,000,000","17,581,000,000","17,565,000,000","37,422,000,000","1,823,737,000,000","104,108,000,000","0.66","0.66","0.66","0","18.29","0","18.27","1.4","3.9"
600017,日照港,"日照港股份有限公司","杜传志","山东省日照市海滨二路","276826","http://www.rzpcl.com","孙玉峰","86-633-8388822","sunyuf@netease.com","148,501","0","0","0","3,156,279,435.46","0","570,960,218.74","426,676,471.52","426,230,621.17","477,953,408.82","8,657,153,557.92","4,522,737,699.15","0.19","0.19","0.19","0","9.9","0","9.89","0.21","2"
600018,上港集团,"上海国际港务（集团）股份有限公司","陆海祜","上海市浦东新区芦潮港镇同汇路1号综合大楼A区4楼","200080","http://www.portshanghai.com.cn","姜海涛","86-21-55333388","jianght@portshanghai.com.cn","405,162","0","1.08","0","19,105,452,614.83","0","7,902,306,237.65","5,417,122,231.58","4,324,128,606.61","8,219,321,840.23","65,894,668,682.67","35,378,352,921.23","0.26","0.26","0.21","0","16.1","0","12.85","0.39","1.69"
600019,宝钢股份,"宝山钢铁股份有限公司","何文波","上海市宝山区富锦路885号宝钢指挥中心","201900","http：//www.baosteel.com","陈缨","86-21-26647000","ir@baosteel.com","606,180","0","3","0","202,149,000,000","0","17,076,000,000","12,889,000,000","12,585,000,000","18,856,000,000","216,065,000,000","104,746,000,000","0.74","0.74","0.72","0","12.95","0","12.64","1.08","5.98"
600020,中原高速,"河南中原高速公路股份有限公司","关健","河南省郑州市中原路93号","450016","http://www.zygs.com","王维","86-371-67717696","zygs600020@163.com","137,545","0","1","0","2,369,289,445.3","0","722,583,161.46","526,518,379.07","518,752,182.64","2,330,622,928.65","28,352,897,452.08","6,245,264,977.78","0.25","0.25","0.24","0","8.78","0","8.65","1.09","2.92"
600021,上海电力,"上海电力股份有限公司","周世平","上海市中山南路268号","200010","http://www.shanghaipower.com","夏梅兴","86-21-51171016、51156666","sepco@shanghaipower.com","166,560","0","0.5","0","15,791,358,619.68","0","515,286,100.65","192,805,661.04","75,625,474.65","2,587,140,100.39","32,059,068,763.55","5,759,527,393.46","0.09","0.09","0.04","0","3.13","0","1.23","1.21","2.69"
600022,山东钢铁,"济南钢铁股份有限公司","蔡漳平","山东省济南市工业北路21号","250101","http://www.jigang.com.cn","金立山","86-531-88865480","jggf@jigang.com.cn","237,519","0","0","0","30,740,661,909.32","0","127,385,043.98","84,353,520.47","81,858,344.54","548,273,210.23","32,793,207,042.61","7,172,982,621.49","0.03","0.03","0.03","0","1.18","0","1.14","0.18","2.3"
600026,中海发展,"中海发展股份有限公司","李绍德","上海市浦东新区源深路168号","200080","http://www.cnshippingdev.com","姚巧红","86-21-65967742、65967165、65967160","yqh@cnshipping.com","121,618","0","1.7","0","11,409,419,741.52","0","2,171,407,962.73","1,716,522,494.71","1,583,688,333.99","2,720,967,284.83","40,710,176,243.62","22,578,545,669.88","0.5","0.5","0.47","0","7.81","0","7.2","0.8","6.63"
600027,华电国际,"华电国际电力股份有限公司","云公民","山东省济南市经三路14号","100031","http://www.hdpi.com.cn","周连青","86-10-83567779","zhoulq@hdpi.com.cn","214,554","0","0","0","45,448,778,000","0","232,729,000","207,844,000","-1,056,907,000","6,058,722,000","127,860,352,000","15,926,861,000","0.03","0.03","-0.16","0","1.32","0","-6.72","0.89","2.35"
600028,中国石化,"中国石油化工股份有限公司","苏树林","北京朝阳区朝阳门北大街22号","100728","http://www.sinopec.com","陈革","86-10-59960028","ir@sinopec.com.cn 、media@sinopec.com.cn","912,986","0","1.3","0","1,913,182,000,000","0","102,178,000,000","70,713,000,000","68,345,000,000","171,262,000,000","985,389,000,000","421,127,000,000","0.82","0.81","0.79","0","17.43","0","16.94","1.98","4.86"
600029,南方航空,"中国南方航空股份有限公司","司献民","广东省广州市经济技术开发区","510405","http://www.csair.com","谢兵","86-20-86124462","ir@csair.com","240,632","0","0","0","77,788,000,000","0","8,098,000,000","5,805,000,000","4,990,000,000","12,858,000,000","111,229,000,000","26,755,000,000","0.7","0.7","0.6","0","38.74","0","33.3","1.31","2.73"
600030,中信证券,"中信证券股份有限公司","王东明","广东省深圳市福田区深南大道7088号招商银行大厦第A层","518040","http://www.cs.ecitic.com","谭宁","86-755-83076918","zxzq@citics.com","861,685","0","5","0","27,794,902,050.93","0","16,319,940,728.8","11,311,343,211.09","11,275,485,529.4","-17,759,126,721.85","153,177,670,290.99","70,434,898,968.12","1.14","1.14","1.13","0","17.28","0","17.23","-1.79","7.08"
600031,三一重工,"三一重工股份有限公司","梁稳根","湖南省长沙经济技术开发区","410100","http://www.sany.com.cn","肖友良","86-731-84031555","xiaoyl@sany.com.cn","529,922","5","0.6","0","33,954,939,086.19","0","6,938,245,636.19","5,615,461,622.88","5,134,566,366.51","6,749,124,249.4","31,340,766,119.02","11,918,522,680.78","1.11","1.11","1.02","49.47","54.67","45.24","51.68","1.33","2.24"
600033,福建高速,"福建发展高速公路股份有限公司","吴庭锵","福建省福州市东水路18号福建交通综合大楼26层","350001","http://www.fjgs.com.cn","何高文","86-591-87077366","stock@fjgs.com.cn","177,854","0","1","0","1,935,472,005.73","0","986,431,711.65","528,859,103.17","567,734,339.29","1,289,451,816.36","17,502,469,376.38","6,910,416,156.51","0.19","0.19","0.21","0","7.87","0","8.45","0.47","2.52"
600035,楚天高速,"湖北楚天高速公路股份有限公司","祝向军","湖北省武汉市汉阳区龙阳大道9号","430051","http://www.hbctgs.com","张晴","86-27-84863942","600035@hbctgs.com","55,954","0","0.8","0","966,789,372.24","0","532,154,545.02","399,851,034.57","397,871,993.54","744,424,286.3","6,011,891,046.84","2,990,409,685.25","0.43","0.43","0.43","0","14.17","0","14.1","0.8","3.21"
600036,招商银行,"招商银行股份有限公司","傅育宁","中国广东省深圳市福田区深南大道7088号","518040","http://www.cmbchina.com","兰奇","86-755-83198888","cmb@cmbchina.com","-","0","2.9","0","71,377,000,000","0","33,343,000,000","25,769,000,000","25,469,000,000","8,889,000,000","2,402,507,000,000","134,006,000,000","1.23","1.23","1.22","0","21.75","0","21.5","0.41","6.21"
600037,歌华有线,"北京歌华有线电视网络股份有限公司","郭章鹏","北京市海淀区花园北路35号东门","100191","http://www.bgctv.com.cn","梁彦军","86-10-62364114","600037@bgctv.com.cn","122,409","0","1","0","1,894,346,107.65","0","347,459,083.05","345,927,006.32","110,456,670.02","915,018,580.35","9,126,167,521.77","5,257,764,799.29","0.33","0.32","0.1","0","7.37","0","2.35","0.86","4.96"
600038,哈飞股份,"哈飞航空工业股份有限公司","曲景文","哈尔滨市高新技术开发区集中开发区34号楼","150066","http://www.hafei.com","顾韶辉","86-451-86528350","gsh0808@sina.com","27,960","0","1","0","2,270,035,704.72","0","131,939,600.06","119,647,850.84","119,905,380.84","99,362,442.57","2,785,269,667.39","1,429,304,873.41","0.35","0.35","0.36","0","8.61","0","8.63","0.29","4.24"
600039,四川路桥,"四川路桥建设股份有限公司","孙云","四川省成都市高朋大道11号科技工业园F-59号","610041","http://www.scrbc.com.cn","曹川","86-28-85126085","srbcdsh@163.com","63,780","0","0","0","4,580,923,194.9","0","129,066,262.66","99,471,109.56","100,523,060.39","371,529,741.42","7,211,034,151.34","929,410,057.99","0.33","0.33","0.33","0","10.57","0","10.68","1.22","3.06"
600048,保利地产,"保利房地产（集团）股份有限公司","宋广菊","广州市海珠区阅江中路688号保利国际广场北塔29-33层","510308","http://www.polycn.com","岳勇坚","86-20-89898833","stock@polycn.com","178,752","0","2.13","3","35,894,117,625.86","0","7,404,574,649.86","4,919,983,998.37","4,928,069,176.79","-22,369,895,862.26","152,327,972,577.53","29,709,290,130.47","1.08","1.08","1.08","0","18.02","0","18.05","-4.89","6.49"
600050,中国联通,"中国联合网络通信股份有限公司","常小兵","上海市长宁区长宁路1033号29楼","200050","http://www.chinaunicom-a.com","张保英","86-21-52732228","zhangby@chinaunicom-a.com","992,506","0","0.26","0","176,168,361,570","0","4,646,503,403","1,227,610,009","1,048,143,849","68,209,960,601","443,466,253,707","70,836,035,619","0.06","0.06","0.05","0","1.7","0","1.5","3.22","3.34"
600051,宁波联合,"宁波联合集团股份有限公司","李水荣","宁波开发区东海路1号联合大厦","315803","http://www.nug.com.cn","董庆慈","86-574-86221609","dqc@nug.com.cn","35,108","0","1.5","0","3,506,207,500.86","0","193,927,644.87","170,390,346.42","125,731,587.85","208,122,984.05","5,337,059,986.51","1,690,084,595.15","0.56","0.56","0.42","0","10.9","0","8.04","0.69","5.59"
600052,浙江广厦,"浙江广厦股份有限公司","彭涛","浙江省东阳市吴宁西路 21 号","310013","http://www.gsgf.com","包宇芬","86-571-87974176","baoyufen@guangsha.com","72,620","0","0.5","0","2,237,042,274.23","0","239,835,335.01","127,730,211.63","147,404,561.59","-722,645,073.04","7,955,102,937.35","2,060,980,755.25","0.15","0.15","0.17","0","6.44","0","7.43","-0.83","2.36"
600053,中江地产,"江西中江地产股份有限公司","钟虹光","南昌市湾里区翠岩路1号","330096","http://www.jzjt.com","钟虹光","86-791-8164127","zhg@jzjt.com","19,895","0","0","2","265,987,278.02","0","7,110,893.12","6,486,572.28","494,617.68","84,323,816.95","2,602,368,807.41","764,863,483.79","0.02","0.02","0","0","0.85","0","0.06","0.23","2.12"
600054,黄山旅游,"黄山旅游发展股份有限公司","许继伟","安徽省黄山市黄山风景区温泉","245800","http://www.huangshan.com.cn、www.tourmart.cn ","黄慧敏","86-559-5580567","hshhm666@126.com","56,939","0","0","0","1,444,986,557.59","0","316,704,457.56","230,993,203.69","239,248,913","255,124,529.07","2,375,536,244.7","1,477,100,994.9","0.49","0.49","0.51","0","16.96","0","17.57","0.54","3.13"
600055,华润万东,"北京万东医疗装备股份有限公司","贺旋","北京市朝阳区酒仙桥东路9号A3","100015","http://www.wandong.com.cn","张丹石","86-10-84569688","Wdyl055@263.net.cn","17,184","0","0.7","0","602,754,359.09","0","45,432,947.81","41,945,186.81","35,408,554.86","-4,593,476.38","1,008,662,887.74","579,573,913.45","0.19","0.19","0.16","0","7.42","0","6.26","-0.02","2.68"
600056,中国医药,"中国医药保健品股份有限公司","张本智","北京市海淀区西三环北路21号久凌大厦公寓楼","100061","http://www.meheco.cn","齐建西","86-10-67164267","qijx999@yahoo.com.cn","34,005","0","0.5","0","6,259,530,625.7","0","322,809,456.37","194,938,103.01","142,995,960.74","-371,144,612.98","5,237,577,482.12","1,455,237,402.17","0.63","0.63","0.46","0","13.35","0","9.79","-1.19","4.68"
600057,象屿股份,"夏新电子股份有限公司","王龙雏","厦门市体育路45号","360122","-","吕东","86-592-6516003","xxdz_stock@hotmail.com","55,441","0","0","0","0","0","30,180,793.5","30,180,793.5","-10,354,761.37","-471,180,652.64","153,195,956.47","223,009.97","0.07","0.07","-0.02","0","0","0","0","-1.1","0"
600058,五矿发展,"五矿发展股份有限公司","周中枢","北京市海淀区三里河路5号B座","100044","http://www.minlist.com.cn","崔青莲","86-10-68494205","cuiql@minmetals.com","151,880","0","1.5","0","131,465,910,645.75","0","338,748,265.87","384,795,627.99","371,840,671.62","1,127,515,411.96","43,236,351,008.37","8,786,115,453.18","0.36","0.36","0.35","0","4.54","0","4.38","1.05","8.2"
600059,古越龙山,"浙江古越龙山绍兴酒股份有限公司","傅建伟","浙江省绍兴市北海桥","312000","http://www.shaoxingwine.com.cn","周娟英","86-575-85158435　","zjy@shaoxingwine.com.cn","71,888","0","0","0","1,079,233,270.24","0","158,714,460.6","124,312,298.2","95,532,804.96","146,842,506.92","2,829,324,821.35","2,080,047,182.26","0.2","0.2","0.16","0","6.65","0","5.11","0.23","3.28"
600060,海信电器,"青岛海信电器股份有限公司","于淑珉","青岛市经济技术开发区前湾港路218号","266555","http://www.hisense.com","江海旺","86-532-83889556","zqb@hisense.com","98,890","0","2","0","21,263,700,581.01","0","979,401,695.26","834,905,362.38","775,964,113.88","559,220,738.62","12,494,043,169.42","5,673,171,811.32","0.96","0.96","0.9","0","15.81","0","14.7","0.65","6.55"
600061,中纺投资,"中纺投资发展股份有限公司","常俊传","上海浦东新区浦东南路500号国家开发银行大厦4202室","200052","http://www.sinotex-ctrc.com.cn","鲍勤飞","86-10-52021965","600061@sinotex-ctrc.com.cn","21,287","0","0","0","1,845,308,391.3","0","26,584,993.31","21,114,179.65","18,696,253","16,047,022.33","954,501,516.8","568,208,726.17","0.05","0.05","0.04","0","3.79","0","3.35","0.04","1.32"
600062,华润双鹤,"北京双鹤药业股份有限公司","卫华诚","北京市朝阳区望京利泽东二路1号","100102","http://www.dcpc.com","朱大成","86-10-64742227-681","dawsonz@dcpc.com","18,830","0","2.3","0","5,366,795,811.52","0","616,902,028.83","520,094,650.84","463,366,838.69","509,674,695.48","5,205,508,965.27","3,863,151,454.85","0.91","0.91","0.81","0","14.13","0","12.59","0.89","6.76"
600063,皖维高新,"安徽皖维高新材料股份有限公司","吴福胜","安徽省巢湖市皖维路56号","238002","http://www.wwgf.com.cn","吴尚义","86-565-2317280","wusy@wwgf.com.cn","49,362","0","0","0","2,394,347,182.46","0","99,882,933.59","79,802,382.73","75,870,153.23","182,597,284.36","5,042,357,555.16","1,693,411,930.49","0.22","0.22","0.21","0","4.18","0","3.97","0.5","4.6"
600064,南京高科,"南京新港高科技股份有限公司","徐益民","南京经济技术开发区新港大道100号","210038","http://www.600064.com","谢建晖","86-25-85800728","600064@600064.com","70,178","0","1","0","2,681,485,215.67","0","398,104,353.35","314,129,244.7","318,375,436.59","-1,322,874,081.98","14,577,862,417.11","4,940,986,445.88","0.61","0.61","0.62","0","5.56","0","5.64","-2.56","9.57"
600065,*ST联谊,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600066,宇通客车,"郑州宇通客车股份有限公司","汤玉祥","郑州市管城区宇通路","450016","http://www.yutong.com","朱中霞","86-371-66718281","sbd@yutong.com","39,429","0","3","0","13,478,500,120.48","0","973,788,479.69","859,664,423.93","888,422,500.05","1,317,701,489.89","6,797,037,971.97","2,482,243,713.43","1.65","1.65","1.71","0","37.68","0","38.94","2.53","4.77"
600067,冠城大通,"冠城大通股份有限公司","韩国龙","福建省福州市开发区快安延伸区创新楼","350005","http://www.gcdt.net","肖林寿","86-591-83350026","600067@gcdt.net","54,332","0","0.5","0","8,422,875,327.33","0","781,781,550.7","518,522,679","517,022,798.79","-103,938,550.94","9,664,816,912.4","2,176,362,189.73","0.7","0.7","0.7","0","26.9","0","26.83","-0.14","2.96"
600068,葛洲坝,"中国葛洲坝集团股份有限公司","杨继学","湖北省武汉市解放大道558号葛洲坝大酒店","430033","http://www.cggc.cn","彭立权","86-27-83790455","gzb@cggc.cn","179,666","0","1","0","36,583,897,580.31","0","2,028,316,437.41","1,376,736,142.9","1,301,863,236.19","618,899,569.67","54,561,849,948.03","10,224,405,466.31","0.4","0.4","0.38","0","14.07","0","13.3","0.18","2.93"
600069,银鸽投资,"河南银鸽实业投资股份有限公司","杨松贺","河南省漯河市银鸽路中段","462000","http://www.yinge.com.cn","楚刚","86-395-5615559","chg@yinge.cn","100,465","0","0","0","3,293,308,867","0","59,429,007.93","33,946,733.57","44,748,635.18","-229,906,115.3","5,795,401,079.5","2,041,617,045.68","0.04","0.04","0.05","0","1.68","0","2.21","-0.28","2.47"
600070,浙江富润,"浙江富润股份有限公司","赵林中","浙江省诸暨市城关镇安平路42号","311800","http://www.furun.net","陈黎伟 ","86-575-87016551","chen_lw@hotmail.com","18,343","0","0","0","1,064,963,412.66","0","108,406,838.79","63,650,629.28","12,349,480.69","3,874,264.96","1,473,204,904.6","474,326,146.26","0.45","0.45","0.09","0","13.93","0","2.7","0.03","3.37"
600071,凤凰光学,"凤凰光学股份有限公司","罗小勇","江西省上饶市光学路1号","334000","http://www.phenixoptics.com.cn","邹建伟","86-793-8259523","jianweiz@phenixoptics.com.cn","26,025","0","0","0","1,464,014,414.81","0","98,237,455.93","54,861,554.72","52,546,250.25","145,698,712.24","1,117,929,381.13","610,557,108.1","0.23","0.23","0.22","0","9.25","0","8.86","0.61","2.57"
600072,中船股份,"中船江南重工股份有限公司","谭作钧","上海市上川路361号","200023","http://www.jnhi.com","陈慧","86-21-53023456-672","mail@jnhi.com","86,636","0","0","2","1,374,760,438.53","0","61,406,082.35","44,273,122.27","38,220,931.18","-54,554,482.08","2,373,379,133.29","1,397,688,902.11","0.11","0.11","0.1","0","3.21","0","2.77","-0.14","3.51"
600073,上海梅林,"上海梅林正广和股份有限公司","周海鸣","上海市浦东新区川桥路1501号","200082","http://www.shanghaimaling.com","虞晓芳","86-21-65419725","yuxf@shanghaimaling.com","44,604","0","0","0","2,203,874,444.67","0","-3,185,008.94","2,686,862.75","-31,920,916.28","-2,712,758.52","2,160,986,429.42","758,640,776.8","0.01","0.01","-0.09","0","0.35","0","-4.21","-0.01","2.13"
600074,*ST中达,"江苏中达新材料集团股份有限公司","童爱平","南京经济技术开发区高新技术工业园","214443","http://www.jszdzm.com","赖业军","86-510-86686352","njzdzqb@163.com","83,295","0","0","0","2,060,847,876.68","0","-278,289,142.75","-256,667,318.49","-263,598,340.27","317,925,697.77","2,964,620,204.87","378,128,733.11","-0.39","-0.39","-0.4","0","-50.68","0","-52.41","0.48","0.57"
600075,新疆天业,"新疆天业股份有限公司","侯国俊","新疆石河子市经济技术开发区北三东路36号","832000","http://www.xj-tianye.com","李刚","86-993-2623118","ygdq@sohu.com","64,829","0","0","0","3,437,396,609.14","0","152,587,533.1","111,436,506.23","103,497,170.47","328,094,011.66","4,589,067,977.99","1,711,400,093.03","0.25","0.25","0.24","0","6.73","0","6.25","0.75","3.9"
600076,青鸟华光,"潍坊北大青鸟华光科技股份有限公司","周燕军","山东省潍坊市高新技术产业开发区北宫东街6号","261061","http://www.hg.com.cn","刘世祯","86-536-2991601","liusz@hg.com.cn","30,165","0","0","0","9,738,835.29","0","-23,524,162.51","-21,385,151.7","-23,329,574.91","-185,662,240.01","317,206,415.61","70,909,682.02","-0.06","-0.06","-0.06","0","-28.04","0","-30.59","-0.51","0.19"
600077,宋都股份,"辽宁百科集团（控股）股份有限公司","俞建午","沈阳市浑南新区科幻路9号","110003","http://www.gng.com.cn","汪萍","86-24-23530598","600077@songdu.com","14,588","0","0","0","373,740,546.34","0","21,028,460.44","11,071,836.32","10,011,155.82","55,970,139.57","377,456,041.27","291,971,554.93","0.07","0.07","0.06","0","3.85","0","3.48","0.35","1.83"
600078,澄星股份,"江苏澄星磷化工股份有限公司","李兴","江苏省江阴市花山路208号","214432","-","夏奕峰","86-510-80622327","cx@phosphatechina.com","80,223","0","0.1","0","2,499,993,775.35","0","72,566,648.64","48,422,566.75","49,676,211.65","479,941,923.84","6,077,762,455.52","1,567,223,357.51","0.07","0.08","0.08","0","3.13","0","3.21","0.74","2.41"
600079,人福医药,"武汉人福医药集团股份有限公司","王学海","武汉市洪山区关山街鲁磨路369号","430074","http://www.humanwell.com.cn","刘毅","86-27-87597232","rfkj600079@163.com","19,329","0","0.4","0","2,204,798,799.14","0","367,957,192.79","216,466,205.72","206,049,273.67","111,386,118.53","4,228,280,568.92","1,952,341,830.37","0.46","0.46","0.44","0","11.67","0","11.11","0.24","4.14"
600080,金花股份,"金花企业（集团）股份有限公司","吴一坚","西安高新技术产业开发区高新3路","710065","http://www.ginwa.com.cn","孙明","86-29-88336635","ginwa@pub.xaonline.com、ginwa@public.xa.sn.cn","25,155","0","0","0","327,428,993.63","0","33,203,134.78","33,563,388.35","-28,694,053.52","40,760,100.09","1,427,778,660.55","722,547,734.15","0.11","0.11","-0.09","0","4.76","0","-4.07","0.13","2.37"
600081,东风科技,"东风电子科技股份有限公司","高大林","上海市浦东新区新金桥路828号","200063","http://www.detc.com.cn","天涯","86-21-62033003-52","tianya@detc.com.cn","28,715","0","1.2","0","2,306,667,738.11","0","243,904,067.22","163,851,035.99","167,791,259.62","68,330,009.9","1,672,973,536.83","524,400,063.31","0.52","0.52","0.54","0","37.04","0","37.93","0.22","1.67"
600082,海泰发展,"天津海泰科技发展股份有限公司","徐蔚莉","天津新技术产业园区华苑产业区","300384","http://www.hitech-develop.com","曲阳","86-22-85689891","quyang@hitech-develop.com","76,478","0","0","0","842,685,627.53","0","91,372,899.7","66,710,484.28","25,986,955.24","84,738,375.83","2,953,780,050.74","1,677,799,976.75","0.1","0.1","0.04","0","4.05","0","1.58","0.13","2.6"
600083,博信股份,"广东博信投资控股股份有限公司","朱凤廉","广东省清远市新城方正二街1号","511518","http://www.600083.com","?振生","86-763-3663333","gdbx600083@163.com","24,680","0","0","0","4,808,275.84","0","-4,505,138.7","-4,505,138.7","-5,421,310.06","22,285,017.63","59,881,868.8","12,857,232.4","-0.02","-0.02","-0.02","0","-29.82","0","-37","0.1","0.06"
600084,中葡股份,"中信国安葡萄酒业股份有限公司","李建一","新疆乌鲁木齐市西虹东路751号","830002","http://www.guoanwine.com","周永才","86-991-8881238","zhouyc1964@sina.cn","30,418","0","0","0","487,870,994.92","0","95,112,467.93","76,375,368.51","-226,174,837.94","-142,744,442.55","3,120,330,829.75","1,110,594,431.07","0.09","0.09","-0.28","0","6.55","0","-22.3","-0.18","1.37"
