股票代码,简称,国家持有的有限售条件流通股份数,国有法人持有的有限售条件流通股份数,其他有限售条件的内资流通股份数,境内法人持有的有限售条件流通股份数,境内自然人持有的有限售条件流通股份数,有限售条件的外资流通股份数,境外法人持有的有限售条件流通股份数,境外自然人持有的有限售条件流通股份数,其他有限售股流通股数,有限售条件流通股数,无限售条件人民币普通股数,无限售条件境内上市的外资股数,无限售条件境外上市的外资股数,其他无限售条件已上市流通股份数,无限售条件流通股份合计,股份总数,国家持有的有限售条件流通股份占总股本比例(%),国有法人持有的有限售条件流通股份占总股本比例(%),其他有限售条件的内资流通股份占总股本比例(%),境内法人持有的有限售条件流通股份占总股本比例(%),境内自然人持有的有限售条件流通股份占总股本比例(%),有限售条件的外资流通股份占总股本比例(%),境外法人持有的有限售条件流通股份占总股本比例(%),境外自然人持有的有限售条件流通股份占总股本比例(%),其他有限售股流通股份占总股本比例(%),有限售条件流通股占总股本比例(%),无限售条件人民币普通股占总股本比例(%),无限售条件境内上市的外资股占总股本比例(%),无限售条件境外上市的外资股占总股本比例(%),其他无限售条件已上市流通股份占总股本比例(%),无限售条件流通股占总股本比例(%),股份总数占总股本比例(%)
600010,包钢股份,"0","0","0","0","0","0","0","0","0","0","6,423,643,659","0","0","0","6,423,643,659","6,423,643,659","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600011,华能国际,"1,555,124,549","5,223,158,772","0","0","0","520,000,000","520,000,000","0","0","7,298,283,321","3,721,716,679","0","3,035,383,440","0","6,757,100,119","14,055,383,440",11.06,37.17,"-","-","-",3.7,3.7,"-","-",51.93,26.47,"-",21.6,"-",48.07,100.0
600012,皖通高速,"0","0","0","0","0","0","0","0","0","0","1,165,600,000","0","493,010,000","0","1,658,610,000","1,658,610,000","-","-","-","-","-","-","-","-","-","-",70.28,"-",29.72,"-",100.0,100.0
600015,华夏银行,"0","1,344,510,738","0","0","0","514,686,722","514,686,722","0","0","1,859,197,460","4,990,528,316","0","0","0","4,990,528,316","6,849,725,776","-",19.63,"-","-","-",7.51,7.51,"-","-",27.14,72.86,"-","-","-",72.86,100.0
600016,民生银行,"0","0","0","0","0","0","0","0","0","0","22,587,602,387","0","4,127,130,600","0","26,714,732,987","26,714,732,987","-","-","-","-","-","-","-","-","-","-",84.55,"-",15.45,"-",100.0,100.0
600017,日照港,"0","326,478,600","39,000,000","39,000,000","0","0","0","0","0","365,478,600","2,265,153,060","0","0","0","2,265,153,060","2,630,631,660","-",12.41,1.48,1.48,"-","-","-","-","-",13.89,86.11,"-","-","-",86.11,100.0
600018,上港集团,"0","1,764,379,518","0","0","0","0","0","0","0","1,764,379,518","20,990,800,132","0","0","0","20,990,800,132","22,755,179,650","-",7.75,"-","-","-","-","-","-","-",7.75,92.25,"-","-","-",92.25,100.0
600019,宝钢股份,"0","0","0","0","0","0","0","0","0","0","17,512,048,088","0","0","0","17,512,048,088","17,512,048,088","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600020,中原高速,"0","749,853,993","0","0","0","0","0","0","0","749,853,993","1,390,500,132","0","0","0","1,390,500,132","2,140,354,125","-",35.03,"-","-","-","-","-","-","-",35.03,64.97,"-","-","-",64.97,100.0
600021,上海电力,"0","0","0","0","0","0","0","0","0","0","2,139,739,257","0","0","0","2,139,739,257","2,139,739,257","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600022,山东钢铁,"0","0","0","0","0","0","0","0","0","0","3,120,480,000","0","0","0","3,120,480,000","3,120,480,000","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600026,中海发展,"0","0","0","0","0","0","0","0","0","0","2,108,552,270","0","1,296,000,000","0","3,404,552,270","3,404,552,270","-","-","-","-","-","-","-","-","-","-",61.93,"-",38.07,"-",100.0,100.0
600027,华电国际,"150,000,000","0","0","0","0","0","0","0","0","150,000,000","5,190,056,200","0","1,431,028,000","0","6,621,084,200","6,771,084,200",2.22,"-","-","-","-","-","-","-","-",2.22,76.65,"-",21.13,"-",97.78,100.0
600028,中国石化,"0","0","0","0","0","0","0","0","0","0","69,922,075,000","0","16,780,488,000","0","86,702,563,000","86,702,563,000","-","-","-","-","-","-","-","-","-","-",80.65,"-",19.35,"-",100.0,100.0
600029,南方航空,"845,050,000","0","0","0","0","0","0","0","0","845,050,000","6,177,600,000","0","2,794,917,000","0","8,972,517,000","9,817,567,000",8.61,"-","-","-","-","-","-","-","-",8.61,62.92,"-",28.47,"-",91.39,100.0
600030,中信证券,"0","0","23,919,000","0","0","0","0","0","0","23,919,000","9,814,661,700","0","1,071,207,000","107,120,700","10,992,989,400","11,016,908,400","-","-",0.22,"-","-","-","-","-","-",0.22,89.09,"-",9.72,0.97,99.78,100.0
600031,三一重工,"0","0","562,906,137","0","562,906,137","0","0","0","0","562,906,137","7,030,800,000","0","0","0","7,030,800,000","7,593,706,137","-","-",7.41,"-",7.41,"-","-","-","-",7.41,92.59,"-","-","-",92.59,100.0
600033,福建高速,"1,404,652,473","0","0","0","0","0","0","0","0","1,404,652,473","1,339,747,527","0","0","0","1,339,747,527","2,744,400,000",51.18,"-","-","-","-","-","-","-","-",51.18,48.82,"-","-","-",48.82,100.0
600035,楚天高速,"0","0","0","0","0","0","0","0","0","0","931,652,495","0","0","0","931,652,495","931,652,495","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600036,招商银行,"0","0","0","0","0","0","0","0","0","0","17,666,130,885","0","3,910,478,000","0","21,576,608,885","21,576,608,885","-","-","-","-","-","-","-","-","-","-",81.88,"-",18.12,"-",100.0,100.0
600037,歌华有线,"0","0","0","0","0","0","0","0","0","0","1,060,365,336","0","0","0","1,060,365,336","1,060,365,336","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600038,哈飞股份,"0","0","0","0","0","0","0","0","0","0","337,350,000","0","0","0","337,350,000","337,350,000","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600039,四川路桥,"0","0","0","0","0","0","0","0","0","0","304,000,000","0","0","0","304,000,000","304,000,000","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600048,保利地产,"0","105,099,495","0","0","0","0","0","0","0","105,099,495","5,843,229,164","0","0","0","5,843,229,164","5,948,328,659","-",1.77,"-","-","-","-","-","-","-",1.77,98.23,"-","-","-",98.23,100.0
600050,中国联通,"0","0","0","0","0","0","0","0","0","0","21,196,596,395","0","0","0","21,196,596,395","21,196,596,395","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600051,宁波联合,"0","0","0","0","0","0","0","0","0","0","302,400,000","0","0","0","302,400,000","302,400,000","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600052,浙江广厦,"0","0","0","0","0","0","0","0","0","0","871,789,092","0","0","0","871,789,092","871,789,092","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600053,中江地产,"0","0","0","0","0","0","0","0","0","0","433,540,800","0","0","0","433,540,800","433,540,800","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600054,黄山旅游,"0","197,730,000","0","0","0","0","0","0","0","197,730,000","117,620,000","156,000,000","0","0","273,620,000","471,350,000","-",41.95,"-","-","-","-","-","-","-",41.95,24.95,33.1,"-","-",58.05,100.0
600055,华润万东,"0","0","0","0","0","0","0","0","0","0","216,450,000","0","0","0","216,450,000","216,450,000","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600056,中国医药,"0","0","0","0","0","0","0","0","0","0","310,957,920","0","0","0","310,957,920","310,957,920","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600057,象屿股份,"0","0","0","0","0","0","0","0","0","430,503,064","429,336,936","0","0","0","429,336,936","859,840,000","-","-","-","-","-","-","-","-","-",50.07,49.93,"-","-","-",49.93,100.0
600058,五矿发展,"0","0","0","0","0","0","0","0","0","0","1,071,910,711","0","0","0","1,071,910,711","1,071,910,711","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600059,古越龙山,"0","30,869,567","0","0","0","0","0","0","0","30,869,567","603,986,796","0","0","0","603,986,796","634,856,363","-",4.86,"-","-","-","-","-","-","-",4.86,95.14,"-","-","-",95.14,100.0
600060,海信电器,"0","0","0","0","0","0","0","0","0","0","868,874,265","0","0","0","868,874,265","868,874,265","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600061,中纺投资,"0","0","0","0","0","0","0","0","0","0","429,082,940","0","0","0","429,082,940","429,082,940","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600062,华润双鹤,"0","0","0","0","0","0","0","0","0","0","571,695,948","0","0","0","571,695,948","571,695,948","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600063,皖维高新,"0","0","200,000,000","148,000,000","52,000,000","0","0","0","0","200,000,000","736,158,300","0","0","0","736,158,300","936,158,300","-","-",21.36,15.81,5.55,"-","-","-","-",21.36,78.64,"-","-","-",78.64,100.0
600064,南京高科,"0","0","0","0","0","0","0","0","0","0","516,218,832","0","0","0","516,218,832","516,218,832","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600065,*ST联谊,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600066,宇通客车,"0","0","0","0","0","0","0","0","0","0","519,891,723","0","0","0","519,891,723","519,891,723","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600067,冠城大通,"0","0","8,452,537","8,452,537","0","0","0","0","0","8,452,537","727,050,000","0","0","0","727,050,000","735,502,537","-","-",1.15,1.15,"-","-","-","-","-",1.15,98.85,"-","-","-",98.85,100.0
600068,葛洲坝,"0","0","0","0","0","0","0","0","0","0","3,487,458,977","0","0","0","3,487,458,977","3,487,458,977","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600069,银鸽投资,"51,330,798","112,243,346","0","0","0","0","0","0","0","163,574,144","661,800,000","0","0","0","661,800,000","825,374,144",6.22,13.6,"-","-","-","-","-","-","-",19.82,80.18,"-","-","-",80.18,100.0
600070,浙江富润,"0","0","0","0","0","0","0","0","0","0","140,675,760","0","0","0","140,675,760","140,675,760","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600071,凤凰光学,"0","0","0","0","0","0","0","0","0","0","237,472,456","0","0","0","237,472,456","237,472,456","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600072,中船股份,"0","0","0","0","0","0","0","0","0","0","478,429,586","0","0","0","478,429,586","478,429,586","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600073,上海梅林,"0","32,877,358","109,350,000","109,350,000","0","0","0","0","0","142,227,358","356,400,000","0","0","0","356,400,000","498,627,358","-",6.59,21.93,21.93,"-","-","-","-","-",28.52,71.48,"-","-","-",71.48,100.0
600074,*ST中达,"0","0","0","0","0","0","0","0","0","0","661,240,800","0","0","0","661,240,800","661,240,800","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600075,新疆天业,"0","0","0","0","0","0","0","0","0","0","438,592,000","0","0","0","438,592,000","438,592,000","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600076,青鸟华光,"0","0","0","0","0","0","0","0","0","0","365,536,000","0","0","0","365,536,000","365,536,000","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600077,宋都股份,"0","0","405,605,880","375,389,131","30,216,749","0","0","0","0","405,605,880","131,221,896","0","0","0","131,221,896","536,827,776","-","-",75.56,69.93,5.63,"-","-","-","-",75.56,24.44,"-","-","-",24.44,100.0
600078,澄星股份,"0","0","0","0","0","0","0","0","0","0","662,510,870","0","0","0","662,510,870","662,510,870","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600079,人福医药,"0","0","85,546,308","63,688,358","21,857,950","0","0","0","0","85,546,308","407,897,328","0","0","0","407,897,328","493,443,636","-","-",17.34,12.91,4.43,"-","-","-","-",17.34,82.66,"-","-","-",82.66,100.0
600080,金花股份,"0","0","0","0","0","0","0","0","0","0","305,295,872","0","0","0","305,295,872","305,295,872","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600081,东风科技,"0","0","0","0","0","0","0","0","0","0","313,560,000","0","0","0","313,560,000","313,560,000","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600082,海泰发展,"0","89,366","17,813,658","17,813,658","0","0","0","0","0","17,903,024","628,212,802","0","0","0","628,212,802","646,115,826","-",0.01,2.76,2.76,"-","-","-","-","-",2.77,97.23,"-","-","-",97.23,100.0
600083,博信股份,"0","0","4,711,174","4,711,174","0","0","0","0","0","4,711,174","225,288,826","0","0","0","225,288,826","230,000,000","-","-",2.05,2.05,"-","-","-","-","-",2.05,97.95,"-","-","-",97.95,100.0
600084,中葡股份,"0","345,457,419","0","0","0","0","0","0","0","345,457,419","464,461,881","0","0","0","464,461,881","809,919,300","-",42.65,"-","-","-","-","-","-","-",42.65,57.35,"-","-","-",57.35,100.0
600085,同仁堂,"0","0","0","0","0","0","0","0","0","0","1,302,065,695","0","0","0","1,302,065,695","1,302,065,695","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600086,东方金钰,"0","13,000,000","143,322,834","143,322,834","0","0","0","0","0","156,322,834","195,958,838","0","0","0","195,958,838","352,281,672","-",3.69,40.68,40.68,"-","-","-","-","-",44.37,55.63,"-","-","-",55.63,100.0
600087,*ST长油,"0","405,000,000","90,000,000","90,000,000","0","0","0","0","0","495,000,000","2,899,189,206","0","0","0","2,899,189,206","3,394,189,206","-",11.93,2.65,2.65,"-","-","-","-","-",14.58,85.42,"-","-","-",85.42,100.0
600088,中视传媒,"0","0","0","0","0","0","0","0","0","0","331,422,000","0","0","0","331,422,000","331,422,000","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600089,特变电工,"0","0","0","0","0","0","0","0","0","0","2,635,559,840","0","0","0","2,635,559,840","2,635,559,840","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600090,啤酒花,"0","0","0","0","0","0","0","0","0","0","367,916,646","0","0","0","367,916,646","367,916,646","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600091,ST明科,"0","0","0","0","0","0","0","0","0","0","336,526,000","0","0","0","336,526,000","336,526,000","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600092,S*ST精密,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600093,禾嘉股份,"0","0","0","0","0","0","0","0","0","0","322,447,500","0","0","0","322,447,500","322,447,500","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600094,大名城,"0","0","1,113,458,829","1,113,458,829","0","0","0","0","0","1,113,458,829","199,378,018","198,720,095","0","0","398,098,113","1,511,556,942","-","-",73.66,73.66,"-","-","-","-","-",73.66,13.19,13.15,"-","-",26.34,100.0
600095,哈高科,"0","0","0","0","0","0","0","0","0","0","361,263,565","0","0","0","361,263,565","361,263,565","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600096,云天化,"0","32,807,583","70,713,400","70,705,646","7,754","0","0","0","0","103,520,983","590,113,527","0","0","0","590,113,527","693,634,510","-",4.73,10.19,10.19,"-","-","-","-","-",14.92,85.08,"-","-","-",85.08,100.0
600097,开创国际,"0","87,148,012","0","0","0","0","0","0","0","87,148,012","115,449,889","0","0","0","115,449,889","202,597,901","-",43.02,"-","-","-","-","-","-","-",43.02,56.98,"-","-","-",56.98,100.0
600098,广州发展,"0","0","0","0","0","0","0","0","0","0","2,059,200,000","0","0","0","2,059,200,000","2,059,200,000","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600099,林海股份,"0","0","0","0","0","0","0","0","0","0","219,120,000","0","0","0","219,120,000","219,120,000","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600100,同方股份,"0","0","0","0","0","0","0","0","0","0","1,987,701,108","0","0","0","1,987,701,108","1,987,701,108","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600101,明星电力,"0","0","0","0","0","0","0","0","0","0","324,178,977","0","0","0","324,178,977","324,178,977","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600102,莱钢股份,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600103,青山纸业,"0","0","0","0","0","0","0","0","0","0","1,061,841,600","0","0","0","1,061,841,600","1,061,841,600","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600104,上汽集团,"0","1,855,242,992","0","0","0","0","0","0","0","1,855,242,992","9,170,323,637","0","0","0","9,170,323,637","11,025,566,629","-",16.83,"-","-","-","-","-","-","-",16.83,83.17,"-","-","-",83.17,100.0
600105,永鼎股份,"0","0","0","0","0","0","0","0","0","0","380,954,646","0","0","0","380,954,646","380,954,646","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600106,重庆路桥,"0","0","0","0","0","0","0","0","0","0","453,871,000","0","0","0","453,871,000","453,871,000","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600107,美尔雅,"0","0","406,345","406,345","0","0","0","0","0","406,345","359,593,655","0","0","0","359,593,655","360,000,000","-","-",0.11,0.11,"-","-","-","-","-",0.11,99.89,"-","-","-",99.89,100.0
600108,亚盛集团,"0","301,346,043","0","0","0","0","0","0","0","301,346,043","1,435,645,178","0","0","0","1,435,645,178","1,736,991,221","-",17.35,"-","-","-","-","-","-","-",17.35,82.65,"-","-","-",82.65,100.0
600109,国金证券,"0","0","0","0","0","0","0","0","0","0","1,000,242,124","0","0","0","1,000,242,124","1,000,242,124","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600110,中科英华,"0","0","0","0","0","0","0","0","0","0","1,150,312,097","0","0","0","1,150,312,097","1,150,312,097","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600111,包钢稀土,"0","471,287,073","0","0","0","0","0","0","0","471,287,073","739,734,927","0","0","0","739,734,927","1,211,022,000","-",38.92,"-","-","-","-","-","-","-",38.92,61.08,"-","-","-",61.08,100.0
600112,长征电气,
600113,浙江东日,"0","0","0","0","0","0","0","0","0","0","318,600,000","0","0","0","318,600,000","318,600,000","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600114,东睦股份,"0","0","22,642,000","22,642,000","0","65,180,000","65,180,000","0","0","87,822,000","107,678,000","0","0","0","107,678,000","195,500,000","-","-",11.58,11.58,"-",33.34,33.34,"-","-",44.92,55.08,"-","-","-",55.08,100.0
600115,东方航空,"0","5,120,263,860","0","0","0","1,437,375,000","1,437,375,000","0","0","6,557,638,860","2,661,950,000","0","2,056,950,000","0","4,718,900,000","11,276,538,860","-",45.4,"-","-","-",12.75,12.75,"-","-",58.15,23.61,"-",18.24,"-",41.85,100.0
600116,三峡水利,"0","20,000,000","0","0","0","0","0","0","0","20,000,000","247,533,200","0","0","0","247,533,200","267,533,200","-",7.48,"-","-","-","-","-","-","-",7.48,92.52,"-","-","-",92.52,100.0
600117,西宁特钢,"0","0","0","0","0","0","0","0","0","0","741,219,252","0","0","0","741,219,252","741,219,252","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600118,中国卫星,"0","0","0","0","0","0","0","0","0","0","705,075,980","0","0","0","705,075,980","705,075,980","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600119,长江投资,"0","0","0","0","0","0","0","0","0","0","307,400,000","0","0","0","307,400,000","307,400,000","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600120,浙江东方,"0","0","0","0","0","0","0","0","0","0","505,473,454","0","0","0","505,473,454","505,473,454","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600121,郑州煤电,"0","0","0","0","0","0","0","0","0","0","629,140,000","0","0","0","629,140,000","629,140,000","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600122,宏图高科,"0","0","160,803,902","160,803,902","0","0","0","0","0","160,803,902","971,985,698","0","0","0","971,985,698","1,132,789,600","-","-",14.2,14.2,"-","-","-","-","-",14.2,85.8,"-","-","-",85.8,100.0
600123,兰花科创,"0","0","0","0","0","0","0","0","0","0","571,200,000","0","0","0","571,200,000","571,200,000","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600125,铁龙物流,"0","270,552,944","0","0","0","0","0","0","0","270,552,944","1,034,968,930","0","0","0","1,034,968,930","1,305,521,874","-",20.72,"-","-","-","-","-","-","-",20.72,79.28,"-","-","-",79.28,100.0
600126,杭钢股份,"0","0","0","0","0","0","0","0","0","0","838,938,750","0","0","0","838,938,750","838,938,750","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600127,金健米业,"0","0","0","0","0","0","0","0","0","0","544,459,617","0","0","0","544,459,617","544,459,617","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600128,弘业股份,"0","0","0","0","0","0","0","0","0","0","246,767,500","0","0","0","246,767,500","246,767,500","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600129,太极集团,"0","0","0","0","0","0","0","0","0","0","426,894,000","0","0","0","426,894,000","426,894,000","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600130,波导股份,"0","0","0","0","0","0","0","0","0","0","768,000,000","0","0","0","768,000,000","768,000,000","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600131,岷江水电,"0","105,592,703","1,165,520","1,165,520","0","0","0","0","0","106,758,223","397,366,932","0","0","0","397,366,932","504,125,155","-",20.95,0.23,0.23,"-","-","-","-","-",21.18,78.82,"-","-","-",78.82,100.0
600132,重庆啤酒,"0","0","0","0","0","0","0","0","0","0","483,971,198","0","0","0","483,971,198","483,971,198","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600133,东湖高新,"0","69,449,234","24,787,788","24,787,788","0","0","0","0","0","94,237,022","401,828,938","0","0","0","401,828,938","496,065,960","-",14.0,5.0,5.0,"-","-","-","-","-",19.0,81.0,"-","-","-",81.0,100.0
600135,乐凯胶片,"0","0","0","0","0","0","0","0","0","0","342,000,000","0","0","0","342,000,000","342,000,000","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600136,道博股份,"0","0","150,000","150,000","0","0","0","0","0","150,000","104,294,000","0","0","0","104,294,000","104,444,000","-","-",0.14,0.14,"-","-","-","-","-",0.14,99.86,"-","-","-",99.86,100.0
600137,浪莎股份,"0","0","0","0","0","0","0","0","0","0","97,217,588","0","0","0","97,217,588","97,217,588","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600138,中青旅,"0","0","0","0","0","0","0","0","0","0","415,350,000","0","0","0","415,350,000","415,350,000","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600139,西部资源,"0","0","96,118,766","96,118,766","0","0","0","0","0","96,118,766","271,598,183","0","0","0","271,598,183","367,716,949","-","-",26.14,26.14,"-","-","-","-","-",26.14,73.86,"-","-","-",73.86,100.0
600141,兴发集团,"0","5,684,627","0","0","0","0","0","0","0","5,684,627","359,795,400","0","0","0","359,795,400","365,480,027","-",1.56,"-","-","-","-","-","-","-",1.56,98.44,"-","-","-",98.44,100.0
600143,金发科技,"0","0","0","0","0","0","0","0","0","0","1,396,500,000","0","0","0","1,396,500,000","1,396,500,000","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600145,国创能源,"0","0","0","0","0","0","0","0","0","0","377,685,000","0","0","0","377,685,000","377,685,000","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600146,大元股份,"0","0","0","0","0","0","0","0","0","0","200,000,000","0","0","0","200,000,000","200,000,000","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
600148,长春一东,
600149,廊坊发展,"0","50,050,000","5,000,000","5,000,000","0","0","0","0","0","55,050,000","325,110,000","0","0","0","325,110,000","380,160,000","-",13.17,1.31,1.31,"-","-","-","-","-",14.48,85.52,"-","-","-",85.52,100.0
600150,中国船舶,"0","0","0","0","0","0","0","0","0","0","1,060,090,460","0","0","0","1,060,090,460","1,060,090,460","-","-","-","-","-","-","-","-","-","-",100.0,"-","-","-",100.0,100.0
