股票代码,简称,1,2,3,4,5,6,7,8,9,10
600018,上港集团,"股东名称：上海市国有资产监督管理委员会;持股数量：9,284,491,490;持股比例：40.8%","股东名称：亚吉投资有限公司;持股数量：5,570,694,894;持股比例：24.48%","股东名称：上海同盛投资（集团）有限公司;持股数量：5,292,486,284;持股比例：23.26%","股东名称：上海国有资产经营有限公司;持股数量：193,235,050;持股比例：0.85%","股东名称：上海久事公司;持股数量：92,844,915;持股比例：0.41%","股东名称：上海交通投资（集团）有限公司;持股数量：29,070,000;持股比例：0.13%","股东名称：中国工商银行－上证50交易型开放式指数证券投资基金;持股数量：28,991,381;持股比例：0.13%","股东名称：中国农业银行股份有限公司－富国中证国有企业改革指数分级证券投资基金;持股数量：26,178,750;持股比例：0.12%","股东名称：中国银行股份有限公司－嘉实沪深300交易型开放式指数证券投资基金;持股数量：24,898,250;持股比例：0.11%","股东名称：南方东英资产管理有限公司－南方富时中国A50ETF;持股数量：19,625,476;持股比例：0.09%"
600019,宝钢股份,"股东名称：宝钢集团有限公司;持股数量：13,128,825,267;持股比例：79.71%","股东名称：香港中央结算有限公司;持股数量：73,917,685;持股比例：0.45%","股东名称：招商银行股份有限公司－光大保德信优势配置股票型证券投资基金;持股数量：42,000,000;持股比例：0.26%","股东名称：平安养老保险股份有限公司－平安养老富盈人生养老保障委托管理产品富盈股票型组合;持股数量：35,702,752;持股比例：0.22%","股东名称：南方东英资产管理有限公司－南方富时中国A50ETF;持股数量：32,666,143;持股比例：0.2%","股东名称：郑彩萍;持股数量：31,396,712;持股比例：0.19%","股东名称：中国银河证券股份有限公司客户信用交易担保证券账户;持股数量：29,597,459;持股比例：0.18%","股东名称：中国银行－华夏回报证券投资基金;持股数量：27,801,716;持股比例：0.17%","股东名称：招商证券股份有限公司客户信用交易担保证券账户;持股数量：27,061,877;持股比例：0.16%","股东名称：中国银行股份有限公司－嘉实沪深300交易型开放式指数证券投资基金;持股数量：27,037,682;持股比例：0.16%"
600020,中原高速,"股东名称：河南交通投资集团有限公司;持股数量：1,013,313,285;持股比例：45.09%","股东名称：招商局华建公路投资有限公司;持股数量：449,560,546;持股比例：20%","股东名称：杨美芳;持股数量：3,120,200;持股比例：0.14%","股东名称：王生燕;持股数量：2,424,094;持股比例：0.11%","股东名称：中国光大银行股份有限公司－光大保德信量化核心证券投资基金;持股数量：2,369,555;持股比例：0.11%","股东名称：田一夫;持股数量：2,421,036;持股比例：0.11%","股东名称：金宝山;持股数量：2,388,569;持股比例：0.11%","股东名称：毛洪瑞;持股数量：2,192,820;持股比例：0.1%","股东名称：中融国际信托有限公司－鸿鑫木秀证券投资集合资金信托计划;持股数量：2,138,100;持股比例：0.1%","股东名称：徐顺发;持股数量：2,169,156;持股比例：0.1%"
600021,上海电力,"股东名称：中国电力投资集团公司;持股数量：916,646,315;持股比例：42.84%","股东名称：中国电力国际发展有限公司;持股数量：403,465,793;持股比例：18.86%","股东名称：中国长江电力股份有限公司;持股数量：171,474,696;持股比例：8.01%","股东名称：中国工商银行－博时第三产业成长股票证券投资基金;持股数量：17,999,965;持股比例：0.84%","股东名称：唐建华;持股数量：16,622,639;持股比例：0.78%","股东名称：钱小鹏;持股数量：12,015,500;持股比例：0.56%","股东名称：中国电能成套设备有限公司;持股数量：9,006,489;持股比例：0.42%","股东名称：全国社保基金六零一组合;持股数量：5,499,898;持股比例：0.26%","股东名称：中国银行股份有限公司－泰信蓝筹精选股票型证券投资基金;持股数量：4,810,000;持股比例：0.22%","股东名称：中国银行股份有限公司－长盛养老健康产业灵活配置混合型证券投资基金;持股数量：4,199,632;持股比例：0.2%"
600022,山东钢铁,"股东名称：济钢集团有限公司;持股数量：2,548,435,534;持股比例：39.59%","股东名称：莱芜钢铁集团有限公司;持股数量：2,355,115,523;持股比例：36.59%","股东名称：山东省国有资产投资控股有限公司;持股数量：48,333,846;持股比例：0.75%","股东名称：山东省经济开发投资公司;持股数量：25,762,755;持股比例：0.4%","股东名称：中国建设银行股份有限公司－中欧新蓝筹灵活配置混合型证券投资基金;持股数量：15,999,931;持股比例：0.25%","股东名称：兴业银行股份有限公司－中欧新趋势股票型证券投资基金(LOF);持股数量：15,999,915;持股比例：0.25%","股东名称：中国建设银行－长城品牌优选股票型证券投资基金;持股数量：13,286,100;持股比例：0.21%","股东名称：中信实业银行－招商优质成长股票型证券投资基金;持股数量：7,733,200;持股比例：0.12%","股东名称：陈霖;持股数量：7,321,072;持股比例：0.11%","股东名称：钟奇光;持股数量：6,046,209;持股比例：0.09%"
600026,中海发展,"股东名称：中国海运(集团)总公司;持股数量：1,436,608,100;持股比例：41.27%","股东名称：HKSCC NOMINEES LIMITED;持股数量：1,287,298,896;持股比例：36.98%","股东名称：武汉钢铁(集团)公司;持股数量：141,891,900;持股比例：4.08%","股东名称：中国银行－景顺长城鼎益股票型开放式证券投资基金;持股数量：13,998,340;持股比例：0.4%","股东名称：中国银行股份有限公司－华泰柏瑞积极成长混合型证券投资基金;持股数量：9,923,371;持股比例：0.29%","股东名称：中国银行－景顺长城动力平衡证券投资基金;持股数量：9,424,127;持股比例：0.27%","股东名称：黄碧君;持股数量：5,741,500;持股比例：0.16%","股东名称：中国农业银行－长盛同德主题增长股票型证券投资基金;持股数量：5,389,972;持股比例：0.15%","股东名称：新加坡科技资产管理有限公司－客户资金;持股数量：4,807,692;持股比例：0.14%","股东名称：中国工商银行股份有限公司－诺安灵活配置混合型证券投资基金;持股数量：4,599,362;持股比例：0.13%"
600027,华电国际,"股东名称：中国华电集团公司;持股数量：4,406,923,853;持股比例：50.04%","股东名称：香港中央结算（代理人）有限公司;持股数量：1,711,568,950;持股比例：19.43%","股东名称：山东省国际信托有限公司;持股数量：800,766,729;持股比例：9.09%","股东名称：上海电气集团股份有限公司;持股数量：80,000,005;持股比例：0.91%","股东名称：青岛华通国有资本运营（集团）有限责任公司;持股数量：68,000,000;持股比例：0.77%","股东名称：山东鲁能发展集团有限公司;持股数量：66,411,468;持股比例：0.75%","股东名称：国泰君安证券股份有限公司;持股数量：50,877,811;持股比例：0.58%","股东名称：光大证券股份有限公司客户信用交易担保证券账户;持股数量：49,327,499;持股比例：0.56%","股东名称：华泰证券股份有限公司客户信用交易担保证券账户;持股数量：47,247,932;持股比例：0.54%","股东名称：香港中央结算有限公司;持股数量：32,605,495;持股比例：0.37%"
600028,中国石化,"","","","","","","","","",""
600029,南方航空,"股东名称：中国南方航空集团公司;持股数量：4,208,586,278;持股比例：42.87%","股东名称：香港中央结算（代理人）有限公司;持股数量：1,745,649,197;持股比例：17.78%","股东名称：南龙控股有限公司;持股数量：1,033,650,000;持股比例：10.53%","股东名称：中航鑫港担保有限公司;持股数量：159,000,000;持股比例：1.62%","股东名称：赵晓东;持股数量：123,020,024;持股比例：1.25%","股东名称：芜湖瑞健投资咨询有限公司;持股数量：50,350,000;持股比例：0.51%","股东名称：中国银行股份有限公司－华泰柏瑞积极成长混合型证券投资基金;持股数量：34,145,990;持股比例：0.35%","股东名称：中国银行股份有限公司－嘉实沪深300交易型开放式指数证券投资基金;持股数量：19,209,426;持股比例：0.2%","股东名称：全国社保基金一一六组合;持股数量：18,803,880;持股比例：0.19%","股东名称：全国社保基金六零三组合;持股数量：17,999,929;持股比例：0.18%"
600030,中信证券,"股东名称：中国中信有限公司注1;持股数量：2,236,890,620;持股比例：20.3%","股东名称：香港中央结算（代理人）有限公司注2;持股数量：1,178,008,600;持股比例：10.69%","股东名称：中国人寿保险股份有限公司注3;持股数量：361,059,999;持股比例：3.28%","股东名称：中国人寿保险（集团）公司－传统－普通保险产品;持股数量：231,141,935;持股比例：2.1%","股东名称：中国工商银行股份有限公司－申万菱信申银万国证券行业指数分级证券投资基金;持股数量：194,872,583;持股比例：1.77%","股东名称：中国运载火箭技术研究院;持股数量：106,478,308;持股比例：0.97%","股东名称：香港中央结算有限公司注4;持股数量：95,636,736;持股比例：0.87%","股东名称：程道兴注5;持股数量：68,738,487;持股比例：0.62%","股东名称：中信国安集团有限公司;持股数量：58,353,128;持股比例：0.53%","股东名称：南京高科股份有限公司;持股数量：58,300,000;持股比例：0.53%"
600031,三一重工,"股东名称：三一集团有限公司;持股数量：3,827,795,612;持股比例：50.26%","股东名称：陈发树;持股数量：300,000,000;持股比例：3.94%","股东名称：梁稳根;持股数量：286,575,517;持股比例：3.76%","股东名称：上海朱雀珠玉橙投资中心（有限合伙）;持股数量：81,594,029;持股比例：1.07%","股东名称：向文波;持股数量：43,231,189;持股比例：0.57%","股东名称：唐修国;持股数量：41,284,115;持股比例：0.54%","股东名称：毛中吾;持股数量：40,173,190;持股比例：0.53%","股东名称：袁金华;持股数量：24,846,319;持股比例：0.34%","股东名称：泰康人寿保险股份有限公司－分红－个人分红－019L－FH002沪;持股数量：20,000,000;持股比例：0.26%","股东名称：中国银行股份有限公司－嘉实沪深300交易型开放式指数证券投资基金;持股数量：16,661,742;持股比例：0.22%"
600033,福建高速,"股东名称：福建省高速公路有限责任公司;持股数量：992,367,729;持股比例：36.16%","股东名称：招商局华建公路投资有限公司;持股数量：487,112,772;持股比例：17.75%","股东名称：中国银行股份有限公司－嘉实研究精选股票型证券投资基金;持股数量：32,122,266;持股比例：1.17%","股东名称：中国银行股份有限公司－华泰柏瑞积极成长混合型证券投资基金;持股数量：13,999,960;持股比例：0.51%","股东名称：施淑玲;持股数量：9,517,698;持股比例：0.35%","股东名称：招商银行股份有限公司－上证红利交易型开放式指数证券投资基金;持股数量：6,382,200;持股比例：0.23%","股东名称：杨群星;持股数量：5,694,600;持股比例：0.21%","股东名称：施学华;持股数量：5,487,400;持股比例：0.2%","股东名称：湖南富兴投资发展有限公司;持股数量：5,309,700;持股比例：0.19%","股东名称：杨志勤;持股数量：3,516,300;持股比例：0.13%"
600035,楚天高速,"股东名称：湖北省交通投资有限公司;持股数量：488,887,009;持股比例：40.37%","股东名称：招商局华建公路投资有限公司;持股数量：278,850,828;持股比例：23.02%","股东名称：华夏资本-工商银行-中国工商银行股份有限公司私人银行部;持股数量：6,077,195;持股比例：0.5%","股东名称：王薇;持股数量：6,004,740;持股比例：0.5%","股东名称：冯桂忠;持股数量：6,040,000;持股比例：0.5%","股东名称：中国建设银行股份有限公司-诺安主题精选股票型证券投资基金;持股数量：4,594,885;持股比例：0.4%","股东名称：华融国际信托有限责任公司-华融？远策1号证券投资单一资金信托;持股数量：4,335,591;持股比例：0.4%","股东名称：张晓洁;持股数量：4,493,581;持股比例：0.4%","股东名称：诺安基金－建设银行－中国人寿－中国人寿委托诺安基金股票型组合;持股数量：3,125,786;持股比例：0.3%","股东名称：杨志勤;持股数量：2,800,000;持股比例：0.2%"
600036,招商银行,"股东名称：香港中央结算（代理人）有限公司（1）;持股数量：4,533,108,257;持股比例：17.97%","股东名称：招商局轮船股份有限公司;持股数量：3,162,424,323;持股比例：12.54%","股东名称：安邦财产保险股份有限公司－传统产品;持股数量：2,704,596,216;持股比例：10.72%","股东名称：中国远洋运输(集团)总公司;持股数量：1,574,729,111;持股比例：6.24%","股东名称：深圳市晏清投资发展有限公司;持股数量：747,589,686;持股比例：2.96%","股东名称：广州海运（集团）有限公司;持股数量：668,649,167;持股比例：2.65%","股东名称：深圳市楚源投资发展有限公司;持股数量：653,135,659;持股比例：2.59%","股东名称：中国交通建设股份有限公司;持股数量：450,164,945;持股比例：1.78%","股东名称：上海汽车集团股份有限公司;持股数量：432,125,895;持股比例：1.71%","股东名称：河北港口集团有限公司;持股数量：303,444,697;持股比例：1.2%"
600037,歌华有线,"股东名称：北京北广传媒投资发展中心                                                        ;持股数量：480,323,045;持股比例：45.15%","股东名称：中国建设银行－富国天博创新主题股票型证券投资基金                                ;持股数量：17,205,887;持股比例：1.62%","股东名称：北京北青文化艺术公司                                                            ;持股数量：10,153,150;持股比例：0.95%","股东名称：新华人寿保险股份有限公司－分红－个人分红－018L－FH002沪                         ;持股数量：9,167,413;持股比例：0.86%","股东名称：北京有线全天电视购物有限责任公司                                                ;持股数量：6,973,323;持股比例：0.66%","股东名称：中国建设银行－银华核心价值优选股票型证券投资基金                                ;持股数量：5,699,858;持股比例：0.54%","股东名称：北京出版集团有限责任公司                                                        ;持股数量：5,220,000;持股比例：0.49%","股东名称：全国社保基金六零二组合                                                          ;持股数量：4,999,929;持股比例：0.47%","股东名称：权锗峰                                                                          ;持股数量：4,500,000;持股比例：0.42%","股东名称：任民;持股数量：4,250,000;持股比例：0.4%"
600038,哈飞股份,"股东名称：哈尔滨航空工业（集团）有限公司;持股数量：168,856,523;持股比例：28.65%","股东名称：中航直升机有限责任公司;持股数量：110,726,172;持股比例：18.78%","股东名称：哈尔滨飞机工业集团有限责任公司;持股数量：48,070,786;持股比例：8.15%","股东名称：中国航空科技工业股份有限公司;持股数量：38,029,758;持股比例：6.45%","股东名称：中国建银投资有限责任公司;持股数量：16,700,000;持股比例：2.83%","股东名称：中国农业银行－中邮核心成长股票型证券投资基金;持股数量：8,203,208;持股比例：1.39%","股东名称：中国银河投资管理有限公司;持股数量：6,600,000;持股比例：1.12%","股东名称：南方证券有限公司;持股数量：5,414,235;持股比例：0.92%","股东名称：中国建设银行股份有限公司－富国中证军工指数分级证券投资基金;持股数量：5,240,340;持股比例：0.89%","股东名称：中国建设银行股份有限公司－华商未来主题股票型证券投资基金;持股数量：3,789,070;持股比例：0.64%"
600039,四川路桥,"股东名称：四川省铁路产业投资集团有限责任公司;持股数量：1,390,313,984;持股比例：46.04%","股东名称：四川产业振兴发展投资基金有限公司;持股数量：185,136,400;持股比例：6.13%","股东名称：财通基金－平安银行－平安信托－平安财富·创赢一期80号集合资金信托计划;持股数量：38,960,000;持股比例：1.29%","股东名称：麦韵山;持股数量：24,755,700;持股比例：0.82%","股东名称：陆秋燕;持股数量：11,917,900;持股比例：0.4%","股东名称：中国国际金融有限公司;持股数量：11,205,756;持股比例：0.37%","股东名称：东吴证券股份有限公司;持股数量：10,000,000;持股比例：0.33%","股东名称：海通证券股份有限公司;持股数量：9,216,003;持股比例：0.31%","股东名称：财通基金－工商银行－新疆创业加速器股权投资合伙企业（有限合伙）;持股数量：8,723,755;持股比例：0.29%","股东名称：金益鸣;持股数量：7,829,400;持股比例：0.26%"
600048,保利地产,"股东名称：保利南方集团有限公司;持股数量：4,511,874,673;持股比例：42.05%","股东名称：广东华美国际投资集团有限公司;持股数量：219,690,000;持股比例：2.05%","股东名称：中国保利集团公司;持股数量：211,247,523;持股比例：1.97%","股东名称：国信证券股份有限公司;持股数量：121,686,100;持股比例：1.13%","股东名称：全国社保基金一零二组合;持股数量：120,000,000;持股比例：1.12%","股东名称：香港中央结算有限公司;持股数量：110,593,483;持股比例：1.03%","股东名称：朱前记;持股数量：84,656,156;持股比例：0.79%","股东名称：张克强;持股数量：73,870,500;持股比例：0.69%","股东名称：全国社保基金一零九组合;持股数量：66,000,000;持股比例：0.62%","股东名称：中国工商银行－南方成份精选股票型证券投资基金;持股数量：64,682,575;持股比例：0.6%"
