股票代码,简称,1,2,3,4,5,6,7,8,9,10
600016,民生银行,"股东名称：香港中央结算(代理人)有限公司;持股数量：5,735,573,544;持股比例：20.22%","股东名称：新希望投资有限公司;持股数量：1,333,586,825;持股比例：4.7%","股东名称：中国人寿保险股份有限公司-传统-普通保险产品-005L-CT001沪;持股数量：1,151,307,314;持股比例：4.06%","股东名称：中国船东互保协会;持股数量：905,764,505;持股比例：3.19%","股东名称：东方集团股份有限公司;持股数量：888,970,224;持股比例：3.13%","股东名称：上海健特生命科技有限公司;持股数量：809,600,038;持股比例：2.85%","股东名称：中国中小企业投资有限公司;持股数量：737,955,031;持股比例：2.6%","股东名称：中国泛海控股集团有限公司;持股数量：698,939,116;持股比例：2.46%","股东名称：南方希望实业有限公司;持股数量：558,306,938;持股比例：1.97%","股东名称：福信集团有限公司;持股数量：550,151,500;持股比例：1.94%"
600017,日照港,"股东名称：日照港集团有限公司;持股数量：1,263,740,123;持股比例：41.09%","股东名称：兖矿集团有限公司;持股数量：186,514,800;持股比例：6.06%","股东名称：山东高速集团有限公司;持股数量：117,000,000;持股比例：3.8%","股东名称：日照港集团岚山港务有限公司;持股数量：79,993,559;持股比例：2.6%","股东名称：中国华融资产管理股份有限公司;持股数量：73,600,000;持股比例：2.39%","股东名称：淄博矿业集团有限责任公司;持股数量：72,199,200;持股比例：2.35%","股东名称：中国建设银行-长城品牌优选股票型证券投资基金;持股数量：48,968,018;持股比例：1.59%","股东名称：山东省国有资产投资控股有限公司;持股数量：48,796,113;持股比例：1.59%","股东名称：山东钢铁集团有限公司;持股数量：40,442,288;持股比例：1.31%","股东名称：山东海洋投资有限公司;持股数量：39,000,000;持股比例：1.27%"
600018,上港集团,"股东名称：上海市国有资产监督管理委员会;持股数量：9,284,491,490;持股比例：40.8%","股东名称：亚吉投资有限公司;持股数量：5,570,694,894;持股比例：24.48%","股东名称：上海同盛投资(集团)有限公司;持股数量：5,292,486,284;持股比例：23.26%","股东名称：上海国有资产经营有限公司;持股数量：293,235,050;持股比例：1.29%","股东名称：上海久事公司;持股数量：92,844,915;持股比例：0.41%","股东名称：上海大盛资产有限公司;持股数量：92,844,915;持股比例：0.41%","股东名称：首域投资管理(英国)有限公司-首域中国A股基金;持股数量：32,622,319;持股比例：0.14%","股东名称：上海交通投资(集团)有限公司;持股数量：29,070,000;持股比例：0.13%","股东名称：博时价值增长证券投资基金;持股数量：22,077,686;持股比例：0.1%","股东名称：东方国际(集团)有限公司;持股数量：20,564,802;持股比例：0.09%"
600019,宝钢股份,"股东名称：宝钢集团有限公司;持股数量：13,128,825,267;持股比例：76.68%","股东名称：张家港保税区千兴投资贸易有限公司;持股数量：63,419,861;持股比例：0.37%","股东名称：如皋长荣矿石仓储有限公司;持股数量：62,777,182;持股比例：0.37%","股东名称：国际金融-渣打-GOVERNMENTOFSINGAPOREINVESTMENTCORPORATIONPTELTD(新加坡政府投资);持股数量：52,009,386;持股比例：0.3%","股东名称：张家港保税区立信投资有限公司;持股数量：48,894,600;持股比例：0.29%","股东名称：张家港保税区荣润贸易有限公司;持股数量：45,524,951;持股比例：0.27%","股东名称：中国工商银行-上证50交易型开放式指数证券投资基金;持股数量：42,237,509;持股比例：0.25%","股东名称：张家港保税区日祥贸易有限公司;持股数量：42,120,356;持股比例：0.25%","股东名称：张家港市虹达运输有限公司;持股数量：41,544,158;持股比例：0.24%","股东名称：宁波保税区泓广贸易有限公司;持股数量：40,804,594;持股比例：0.24%"
600020,中原高速,"股东名称：河南交通投资集团有限公司;持股数量：1,013,313,285;持股比例：45.09%","股东名称：招商局华建公路投资有限公司;持股数量：449,560,546;持股比例：20%","股东名称：中信证券股份有限公司客户信用交易担保证券账户;持股数量：3,241,150;持股比例：0.14%","股东名称：丁国建;持股数量：2,868,685;持股比例：0.13%","股东名称：田一夫;持股数量：2,565,602;持股比例：0.11%","股东名称：中国工商银行股份有限公司－汇添富上证综合指数证券投资基金;持股数量：2,416,082;持股比例：0.11%","股东名称：陈国伟;持股数量：2,493,326;持股比例：0.11%","股东名称：毛洪瑞;持股数量：2,192,820;持股比例：0.1%","股东名称：徐顺发;持股数量：2,088,156;持股比例：0.09%","股东名称：张翼坚;持股数量：1,982,389;持股比例：0.09%"
600021,上海电力,"股东名称：中国电力投资集团公司;持股数量：916,646,315;持股比例：42.84%","股东名称：中国电力国际发展有限公司;持股数量：403,465,793;持股比例：18.86%","股东名称：中国长江电力股份有限公司;持股数量：203,371,562;持股比例：9.5%","股东名称：中国工商银行－诺安平衡证券投资基金;持股数量：28,066,255;持股比例：1.31%","股东名称：中国工商银行股份有限公司－诺安灵活配置混合型证券投资基金;持股数量：21,999,942;持股比例：1.03%","股东名称：中国工商银行－诺安价值增长股票证券投资基金;持股数量：21,504,215;持股比例：1%","股东名称：唐建华;持股数量：16,160,239;持股比例：0.76%","股东名称：交通银行－汉兴证券投资基金;持股数量：10,897,920;持股比例：0.51%","股东名称：中国人寿保险股份有限公司－分红－个人分红－005L－FH002沪;持股数量：9,498,803;持股比例：0.44%","股东名称：中国工商银行股份有限公司－诺安成长股票型证券投资基金;持股数量：8,000,000;持股比例：0.37%"
600022,山东钢铁,"股东名称：济钢集团有限公司;持股数量：2,548,435,534;持股比例：39.59%","股东名称：莱芜钢铁集团有限公司;持股数量：2,355,115,523;持股比例：36.59%","股东名称：山东省国有资产投资控股有限公司;持股数量：72,010,000;持股比例：1.12%","股东名称：山东省经济开发投资公司;持股数量：25,762,755;持股比例：0.4%","股东名称：中国银行股份有限公司-嘉实沪深300交易型开放式指数证券投资基金;持股数量：15,303,900;持股比例：0.24%","股东名称：中国工商银行股份有限公司-华泰柏瑞沪深300交易型开放式指数证券投资基金;持股数量：8,863,300;持股比例：0.14%","股东名称：中国工商银行股份有限公司-华夏沪深300交易型开放式指数证券投资基金;持股数量：6,314,300;持股比例：0.1%","股东名称：华夏基金(香港)有限公司-华夏沪深300指数ETF;持股数量：5,563,032;持股比例：0.09%","股东名称：山东黄金集团有限公司;持股数量：4,619,785;持股比例：0.07%","股东名称：山东金岭铁矿;持股数量：4,619,785;持股比例：0.07%"
600026,中海发展,"股东名称：中国海运(集团)总公司;持股数量：1,578,500,000;持股比例：46.36%","股东名称：HKSCC NOMINEES LIMITED;持股数量：1,287,366,896;持股比例：37.81%","股东名称：中国银行-华宝兴业动力组合股票型证券投资基金;持股数量：6,800,000;持股比例：0.2%","股东名称：中海信托股份有限公司-新股申购资金信托项目第1期(一);持股数量：4,633,300;持股比例：0.14%","股东名称：彭建辉;持股数量：3,293,429;持股比例：0.1%","股东名称：华润深国投信托有限公司-枫岭1期证券投资集合资金信托;持股数量：3,164,587;持股比例：0.09%","股东名称：挪威中央银行;持股数量：3,082,740;持股比例：0.09%","股东名称：范瀚予;持股数量：2,124,430;持股比例：0.06%","股东名称：胡英;持股数量：2,060,000;持股比例：0.06%","股东名称：欧琼芝;持股数量：1,801,500;持股比例：0.05%"
600027,华电国际,"股东名称：中国华电集团公司;持股数量：3,256,923,853;持股比例：44.19%","股东名称：香港中央结算(代理人)有限公司;持股数量：1,410,101,000;持股比例：19.13%","股东名称：山东省国际信托有限公司;持股数量：800,766,729;持股比例：10.86%","股东名称：上海电气集团股份有限公司;持股数量：120,000,000;持股比例：1.63%","股东名称：青岛国信发展(集团)有限责任公司;持股数量：80,000,000;持股比例：1.09%","股东名称：全国社保基金五零二组合;持股数量：70,000,000;持股比例：0.95%","股东名称：青岛华通国有资本运营(集团)有限责任公司;持股数量：70,000,000;持股比例：0.95%","股东名称：山东鲁能发展集团有限公司;持股数量：66,411,468;持股比例：0.9%","股东名称：上海景林景通股权投资中心(有限合伙);持股数量：61,000,000;持股比例：0.83%","股东名称：中国工商银行-诺安价值增长股票证券投资基金;持股数量：57,761,180;持股比例：0.78%"
600028,中国石化,"股东名称：中国石油化工集团公司;持股数量：65,797,127,692;持股比例：75.79%","股东名称：香港(中央结算)代理人有限公司;持股数量：16,677,244,472;持股比例：19.21%","股东名称：国泰君安证券股份有限公司;持股数量：203,708,135;持股比例：0.23%","股东名称：中国人民人寿保险股份有限公司-分红-个险分红;持股数量：100,428,473;持股比例：0.12%","股东名称：中国证券金融股份有限公司转融通担保证券账户;持股数量：58,000,000;持股比例：0.07%","股东名称：中国人寿保险股份有限公司-分红-个人分红-005L-FH002沪;持股数量：55,612,746;持股比例：0.06%","股东名称：交通银行-易方达50指数证券投资基金;持股数量：54,428,862;持股比例：0.06%","股东名称：泰康人寿保险股份有限公司-分红-个人分红-019L-FH002沪;持股数量：47,358,399;持股比例：0.05%","股东名称：中国工商银行-国投瑞银核心企业股票型证券投资基金;持股数量：44,225,356;持股比例：0.05%","股东名称：中国太平洋人寿保险股份有限公司-传统-普通保险产品;持股数量：40,387,540;持股比例：0.05%"
600029,南方航空,"股东名称：中国南方航空集团公司;持股数量：4,150,050,000;持股比例：42.27%","股东名称：香港中央结算(代理人)有限公司;持股数量：1,750,227,298;持股比例：17.83%","股东名称：南龙控股有限公司;持股数量：1,033,650,000;持股比例：10.53%","股东名称：安徽海螺创业投资有限责任公司中航鑫港担保有限公司;持股数量：189,691,028;持股比例：1.93%","股东名称：中航鑫港担保有限公司;持股数量：149,200,000;持股比例：1.62%","股东名称：芜湖瑞健投资咨询有限公司;持股数量：115,634,992;持股比例：1.52%","股东名称：赵晓东;持股数量：144,713,041;持股比例：1.47%","股东名称：全国社保基金五零一组合;持股数量：80,000,000;持股比例：0.81%","股东名称：太平人寿保险有限公司-传统-普通保险产品-022L-CT001沪;持股数量：78,200,000;持股比例：0.8%","股东名称：中国建设银行-上投摩根阿尔法股票型证券投资基金;持股数量：36,301,376;持股比例：0.37%"
600030,中信证券,"股东名称：中国中信集团公司;持股数量：2,236,890,620;持股比例：20.3%","股东名称：香港中央结算(代理人)有限公司;持股数量：1,178,056,700;持股比例：10.69%","股东名称：中国人寿保险股份有限公司;持股数量：361,059,999;持股比例：3.28%","股东名称：中国人寿保险(集团)公司-传统-普通保险产品;持股数量：231,141,935;持股比例：2.1%","股东名称：中国运载火箭技术研究院;持股数量：106,478,308;持股比例：0.97%","股东名称：南京新港高科技股份有限公司;持股数量：71,223,634;持股比例：0.65%","股东名称：光大证券股份有限公司;持股数量：66,737,803;持股比例：0.61%","股东名称：中信国安集团有限公司;持股数量：63,739,930;持股比例：0.58%","股东名称：博时价值增长证券投资基金;持股数量：59,040,332;持股比例：0.54%","股东名称：新时代信托股份有限公司-新时代信托(丰金12号)集合资金信托计划;持股数量：58,000,000;持股比例：0.53%"
600031,三一重工,"股东名称：三一集团有限公司;持股数量：4,281,311,012;持股比例：56.38%","股东名称：梁稳根;持股数量：286,575,517;持股比例：3.77%","股东名称：唐修国;持股数量：47,284,115;持股比例：0.62%","股东名称：毛中吾;持股数量：43,231,190;持股比例：0.57%","股东名称：向文波;持股数量：43,231,189;持股比例：0.57%","股东名称：翟纯;持股数量：37,436,485;持股比例：0.49%","股东名称：中国人寿保险股份有限公司－分红－个人分红－005L－FH002沪;持股数量：34,366,660;持股比例：0.45%","股东名称：中国建设银行－富国天博创新主题股票型证券投资基金;持股数量：33,601,783;持股比例：0.44%","股东名称：郭良保;持股数量：28,145,307;持股比例：0.37%","股东名称：袁金华;持股数量：25,668,519;持股比例：0.34%"
600033,福建高速,"股东名称：福建省高速公路有限责任公司;持股数量：992,367,729;持股比例：36.16%","股东名称：招商局华建公路投资有限公司;持股数量：487,112,772;持股比例：17.75%","股东名称：施淑玲;持股数量：19,957,698;持股比例：0.73%","股东名称：卢文星;持股数量：4,470,300;持股比例：0.16%","股东名称：雷嘉;持股数量：4,009,932;持股比例：0.15%","股东名称：徐惠民;持股数量：3,035,119;持股比例：0.11%","股东名称：中国工商银行股份有限公司－广发中证500指数证券投资基金(LOF);持股数量：3,069,532;持股比例：0.11%","股东名称：方奕忠;持股数量：2,910,300;持股比例：0.11%","股东名称：张冠林;持股数量：2,660,000;持股比例：0.1%","股东名称：中国工商银行股份有限公司－汇添富上证综合指数证券投资基金;持股数量：2,637,517;持股比例：0.1%"
600035,楚天高速,"股东名称：湖北省交通投资有限公司;持股数量：376,066,930;持股比例：40.37%","股东名称：招商局华建公路投资有限公司 ;持股数量：214,500,637;持股比例：23.02%","股东名称：中国建设银行－鹏华价值优势股票型证券投资基金  ;持股数量：27,499,774;持股比例：2.95%","股东名称：王清                                        ;持股数量：3,500,000;持股比例：0.38%","股东名称：黄国明;持股数量：2,050,345;持股比例：0.22%","股东名称：丁金香;持股数量：1,085,812;持股比例：0.12%","股东名称：黄健;持股数量：1,071,700;持股比例：0.12%","股东名称：刘中东;持股数量：1,081,035;持股比例：0.12%","股东名称：赵大勇;持股数量：1,081,655;持股比例：0.12%","股东名称：倪金官;持股数量：1,031,800;持股比例：0.11%"
600036,招商银行,"股东名称：香港中央结算(代理人)有限公司;持股数量：3,855,228,974;持股比例：17.87%","股东名称：招商局轮船股份有限公司;持股数量：2,675,612,600;持股比例：12.4%","股东名称：中国远洋运输(集团)总公司;持股数量：1,341,336,551;持股比例：6.22%","股东名称：深圳市晏清投资发展有限公司;持股数量：636,788,489;持股比例：2.95%","股东名称：广州海运(集团)有限公司;持股数量：631,287,834;持股比例：2.93%","股东名称：安邦保险集团股份有限公司-传统保险产品;持股数量：602,568,437;持股比例：2.79%","股东名称：深圳市楚源投资发展有限公司;持股数量：556,333,611;持股比例：2.58%","股东名称：中国交通建设股份有限公司;持股数量：383,445,439;持股比例：1.78%","股东名称：上海汽车集团股份有限公司;持股数量：368,079,979;持股比例：1.71%","股东名称：生命人寿保险股份有限公司-万能H;持股数量：331,999,475;持股比例：1.54%"
600037,歌华有线,"股东名称：北京北广传媒投资发展中心;持股数量：476,919,370;持股比例：44.98%","股东名称：北京北青文化艺术公司;持股数量：10,153,150;持股比例：0.96%","股东名称：北京有线全天电视购物司有限责任公司;持股数量：6,973,323;持股比例：0.66%","股东名称：华泰证券股份有限公司客户信用交易担保证券账户;持股数量：6,640,708;持股比例：0.63%","股东名称：中国人寿保险股份有限公司－分红－个人分红－005L－FH002沪;持股数量：6,259,835;持股比例：0.59%","股东名称：北京出版集团有限责任公司;持股数量：5,230,000;持股比例：0.49%","股东名称：中国银行股份有限公司－嘉实沪深300交易型开放式指数证券投资基金;持股数量：5,042,532;持股比例：0.48%","股东名称：孙敏;持股数量：4,485,146;持股比例：0.42%","股东名称：安信证券股份有限公司客户信用交易担保证券账户;持股数量：4,416,523;持股比例：0.42%","股东名称：华安证券有限责任公司客户信用交易担保证券账户;持股数量：4,116,937;持股比例：0.39%"
600038,哈飞股份,"股东名称：哈尔滨航空工业(集团)有限公司;持股数量：168,856,523;持股比例：50.05%","股东名称：中国建银投资有限责任公司;持股数量：30,266,717;持股比例：8.97%","股东名称：南方证券有限公司;持股数量：4,414,235;持股比例：1.31%","股东名称：中国农业银行股份有限公司上海市分行;持股数量：3,883,006;持股比例：1.15%","股东名称：中国人寿保险(集团)公司-传统-普通保险产品;持股数量：3,227,757;持股比例：0.96%","股东名称：邓宏勋;持股数量：1,847,223;持股比例：0.55%","股东名称：渤海证券-建行-滨海1号民生价值集合资产管理计划;持股数量：1,830,059;持股比例：0.54%","股东名称：华泰证券股份有限公司客户信用交易担保证券账户;持股数量：1,481,800;持股比例：0.44%","股东名称：肖赛花;持股数量：1,452,831;持股比例：0.43%","股东名称：中信证券股份有限公司;持股数量：1,172,714;持股比例：0.35%"
600039,四川路桥,"股东名称：四川省铁路产业投资集团有限责任公司;持股数量：695,156,992;持股比例：66.43%","股东名称：李秋香;持股数量：3,107,882;持股比例：0.3%","股东名称：陆秋燕;持股数量：2,546,100;持股比例：0.24%","股东名称：彭世勇;持股数量：2,400,000;持股比例：0.23%","股东名称：吴创;持股数量：2,200,000;持股比例：0.21%","股东名称：王志群;持股数量：2,000,000;持股比例：0.19%","股东名称：李锦亮;持股数量：1,955,022;持股比例：0.19%","股东名称：郑金扬;持股数量：1,863,556;持股比例：0.18%","股东名称：吴朝虎;持股数量：1,804,655;持股比例：0.17%","股东名称：陈碧钦;持股数量：1,765,510;持股比例：0.17%"
600048,保利地产,"股东名称：保利南方集团有限公司;持股数量：3,007,916,449;持股比例：42.14%","股东名称：广东华美国际投资集团有限公司;持股数量：148,983,000;持股比例：2.09%","股东名称：中国保利集团公司;持股数量：139,031,682;持股比例：1.95%","股东名称：全国社保基金四零七组合;持股数量：100,438,764;持股比例：1.41%","股东名称：国信证券股份有限公司;持股数量：81,849,101;持股比例：1.15%","股东名称：全国社保基金四零二组合;持股数量：59,449,351;持股比例：0.83%","股东名称：朱前记;持股数量：57,454,590;持股比例：0.8%","股东名称：中国人寿保险股份有限公司-分红-个人分红-005L-FH002沪;持股数量：56,716,856;持股比例：0.79%","股东名称：张克强;持股数量：49,247,000;持股比例：0.69%","股东名称：交通银行-易方达50指数证券投资基金;持股数量：40,764,548;持股比例：0.57%"
