股票代码,简称,公司法定中文名称,公司法定代表人,公司注册地址,公司办公地址邮政编码,公司国际互联网网址,公司董事会秘书姓名,公司董事会秘书电话,公司董事会秘书电子信箱,报告期末股东总数,每10股送红股数,每10股派息数（含税）,每10股转增数,本期营业收入(元),本期营业利润(元),利润总额(元),归属于上市公司股东的净利润(元),归属于上市公司股东的扣除非经常性损益的净利润(元),经营活动产生的现金流量净额(元),总资产(元),所有者权益（或股东权益）(元),基本每股收益(元/股),稀释每股收益(元/股),扣除非经常性损益后的基本每股收益(元/股),全面摊薄净资产收益率（%）,加权平均净资产收益率（%）,扣除非经常性损益后全面摊薄净资产收益率（%）,扣除非经常性损益后的加权平均净资产收益率（%）,每股经营活动产生的现金流量净额(元/股),归属于上市公司股东的每股净资产（元/股）
600022,山东钢铁,"济南钢铁股份有限公司","蔡漳平","山东省济南市工业北路21号","250101","www.jigang.com.cn","金立山","053188865480","jggf@jigang.com.cn","224,567","0","0","0","32,185,180,206.59","80,167,885.88","82,423,988.42","52,824,417.02","51,864,278.37","4,739,494,864.94","30,050,913,251.44","7,214,527,038.51","0.02","0.02","0.02","0","0.73","0","0.72","1.52","2.31"
600026,中海发展,"中海发展股份有限公司","李绍德","上海市浦东新区源深路168号","200080","www.cnshippingdev.com","姚巧红","021-65967742/65967165/65967160","yqh@cnshipping.com","112,796","0","1","0","12,290,583,242.24","1,058,228,565.97","1,225,051,409.63","1,047,315,480.21","923,312,955.74","1,471,448,179.32","51,588,814,094.48","23,638,816,830.95","0.31","0.29","0.27","0","4.56","0","4.02","0.43","6.94"
600027,华电国际,"华电国际电力股份有限公司","云公民","山东省济南市经十路14800号","100031","www.hdpi.com.cn","周连青","010-8356 7779","zhoulq@hdpi.com.cn","193,550","0","0","0","54,490,807,000","-333,662,000","176,788,000","79,193,000","-865,274,000","6,732,642,000","148,379,157,000","16,104,295,000","0.01","0.01","-0.13","0","0.49","0","-5.4","0.99","2.38"
600028,中国石化,"中国石油化工股份有限公司","傅成玉","北京朝阳区朝阳门北大街22号","100728","www.sinopec.com","陈革","59960028","ir@sinopec.com","787,429","0","0","0","2,505,683,000,000","100,966,000,000","102,638,000,000","71,697,000,000","70,453,000,000","151,181,000,000","1,130,053,000,000","474,399,000,000","0.83","0.8","0.81","0","15.93","0","15.66","1.74","5.47"
600029,南方航空,"中国南方航空股份有限公司","司献民","广东省广州市经济技术开发区","510405","www.csair.com","谢兵","020-86124462","ir@csair.com","281,790","0","2","0","92,707,000,000","5,546,000,000","6,868,000,000","5,075,000,000","4,812,000,000","13,485,000,000","129,260,000,000","32,078,000,000","0.52","0.52","0.49","0","17.22","0","16.32","1.37","3.27"
600030,中信证券,"中信证券股份有限公司","王东明","广东省深圳市福田区深南大道7088号招商银行大厦第A层","518048","http://www.cs.ecitic.com","郑京","0755-2383-5383","ir@citics.com","745,727","0","4.3","0","25,033,193,809.54","15,011,239,812.29","15,031,003,399.73","12,576,482,780.31","12,561,642,675.37","-26,923,909,001.17","148,280,379,973.73","86,587,284,850.98","1.23","1.23","1.23","0","17","0","16.99","-2.44","7.86"
600031,三一重工,"三一重工股份有限公司","梁稳根","湖南省长沙经济技术开发区","410100","www.sanyhi.com","肖友良","0731-84031555","xiaoyl@sany.com.cn","555,237","0","3","0","50,776,301,487.57","9,847,199,478.61","10,792,266,785.35","8,648,898,948.49","7,922,784,011.89","2,279,027,047.41","51,306,717,639.42","19,662,713,779.71","1.14","1.14","1.04","0","55.96","0","51.26","0.3","2.59"
600033,福建高速,"福建发展高速公路股份有限公司","黄祥谈","福建省福州市东水路18号福建交通综合大楼26层","350001","www.fjgs.com.cn","何高文","0591-87077366","stock@fjgs.com.cn","165,267","0","1","0","2,312,056,380.77","836,974,491.99","816,368,834.52","437,990,490.61","447,243,037.64","1,671,327,368.09","19,809,501,750.34","7,073,966,647.12","0.16","0.16","0.16","0","6.26","0","6.4","0.61","2.58"
600035,楚天高速,"湖北楚天高速公路股份有限公司","祝向军","湖北省武汉市汉阳区龙阳大道9号","430051","www.hbctgs.com","张晴","027?84863942","600035@hbctgs.com","54,528","0","0.8","0","949,872,247.78","417,790,444.65","418,593,067.98","295,530,428.46","294,928,300.58","584,623,372.7","9,534,882,183.47","3,211,407,914.11","0.32","0.32","0.32","0","9.55","0","9.53","0.63","3.45"
600036,招商银行,"招商银行股份有限公司","傅育宁","中国广东省深圳市福田区深南大道7088号","518040","www.cmbchina.com","兰奇","0755-8319 8888","cmb@cmbchina.com","596,037","0","4.2","0","96,157,000,000","46,613,000,000","47,122,000,000","36,129,000,000","35,735,000,000","101,296,000,000","2,794,971,000,000","164,997,000,000","1.67","1.67","1.66","0","24.17","0","23.9","4.69","7.65"
600037,歌华有线,"北京歌华有线电视网络股份有限公司","郭章鹏","北京市海淀区花园北路35号（东门）","100007","www.bgctv.com.cn","梁彦军","62364114","600037@bgctv.com.cn","119,624","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600038,哈飞股份,"哈飞航空工业股份有限公司","郭殿满","哈尔滨市高新技术开发区集中开发区34号楼","150066","www.hafei.com","顾韶辉","0451-86528350","gsh0808@sina.com","24,912","0","1","0","2,769,433,684.61","114,776,650.86","123,299,443.68","109,809,183.95","102,564,810.05","69,843,010.55","3,130,135,395.02","1,505,379,057.36","0.33","0.33","0.3","0","7.47","0","6.98","0.21","4.46"
600039,四川路桥,"四川路桥建设股份有限公司","孙云","四川省成都市高朋大道11号科技工业园F-59号","610041","www.scrbc.com.cn","曹川","028-85126085","srbcdsh@163.com","48,515","1.5","1","6.5","6,715,659,829.11","230,818,614.96","226,969,466.05","153,055,865.32","160,890,919.76","294,343,806.82","8,525,294,112.04","1,111,432,756.58","0.5","0.5","0.53","0","15","0","15.77","0.97","3.66"
600048,保利地产,"保利房地产（集团）股份有限公司","宋广菊","广州市海珠区阅江中路688号保利国际广场29-33层","510308","www.polycn.com;www.gzpoly.com","岳勇坚","020-89898833","stock@polycn.com","129,832","0","2.15","2","47,036,222,186.18","9,964,091,046.45","10,074,092,101.61","6,530,945,957.44","6,461,614,007.44","-7,921,907,455.97","195,014,565,272.62","35,257,660,615.91","1.1","1.1","1.09","0","20.2","0","19.99","-1.33","5.93"
600050,中国联通,"中国联合网络通信股份有限公司","常小兵","上海市长宁区长宁路1033号29楼","200050","www.chinaunicom-a.com","张保英","021-52732228","zhangby@chinaunicom-a.com","790,012","0","0.34","0","215,518,511,458","4,654,375,869","5,664,040,816","1,412,245,739","1,156,726,060","69,452,862,906","458,523,843,879","71,023,802,206","0.07","0.07","0.06","0","1.99","0","1.63","3.28","3.35"
600051,宁波联合,"宁波联合集团股份有限公司","李水荣","宁波开发区东海路1号联合大厦","315803","http://www.nug.com.cn","董庆慈","0574-86221609","dqc@nug.com.cn","42,272","0","1","0","4,137,526,528.46","284,812,104.37","310,882,385.77","227,385,795.4","173,429,458.73","136,140,939.73","5,417,767,139.56","1,769,395,269.96","0.75","0.75","0.57","0","13.13","0","10.02","0.45","5.85"
600052,浙江广厦,"浙江广厦股份有限公司","杨玉林","浙江省东阳市振兴路1号西侧","310013","http://www.gsgf.com","包宇芬","0571-87974176","baoyufen@guangsha.com","67,408","0","0","0","1,812,390,821.16","385,326,548.18","366,583,525.62","286,011,914.92","7,790,856.66","-527,137,147.36","8,364,458,853.27","2,303,403,215.52","0.33","0.33","0.01","0","13.13","0","0.36","-0.6","2.64"
600053,中江地产,"江西中江地产股份有限公司","钟虹光","江西省南昌市湾里区翠岩路1号","330077","www.jzjt.com","钟虹光","0791-88164127","zjre600053@jzjt.com","15,424","0","0","0","400,567,828.46","9,315,080.6","20,832,742.63","15,510,976.53","4,327,707.79","119,571,796.09","2,757,909,832.64","780,374,460.32","0.04","0.04","0.01","0","2.01","0","0.56","0.28","1.8"
600054,黄山旅游,"黄山旅游发展股份有限公司","许继伟","安徽省黄山市黄山风景区温泉","245800","http://www.huangshan.com.cn 或tourmart.cn ","黄慧敏","0559-5580567","hshhm666@126.com","48,091","0","1.4","0","1,601,227,357.84","375,350,687.33","374,390,639.82","256,127,405.82","256,922,409.16","277,164,470.02","2,993,816,306.6","1,727,030,484.07","0.54","0.54","0.55","0","15.96","0","16.01","0.59","3.66"
600055,华润万东,"华润万东医疗装备股份有限公司","贺旋","北京市朝阳区酒仙桥东路9号院3号楼","100015","http://www.wandong.com.cn","张丹石","010-84569688","WdyL055@263.net.cn","16,751","0","0","0","588,805,176.07","37,263,629.35","52,500,742.09","39,887,903.92","24,738,964.83","-31,672,345.23","1,014,288,455.07","604,112,251.68","0.18","0.18","0.11","0","6.74","0","4.18","-0.15","2.79"
600056,中国医药,"中国医药保健品股份有限公司","张本智","北京市东城区光明中街18号","100061","http://www.meheco.cn","齐建西","010-67164267","qijx999@yahoo.com.cn","20,566","0","1","0","7,268,599,938.21","412,743,302.48","414,730,712.24","269,003,808.84","250,706,525.54","55,431,846.93","6,164,807,252.85","1,662,968,999.78","0.87","0.87","0.81","0","17.27","0","16.09","0.18","5.35"
600057,象屿股份,"福建省厦门象屿股份有限公司","王龙雏","厦门市现代物流园区象屿路99号厦门国际航运中心E栋7层08单元","361006","www.xiangyu.cn","吕东","0592-6516003","stock@xiangyu.cn","62,142","0","0","0","33,934,350,584.12","213,657,126.38","235,646,680.7","177,509,846.25","16,886,233.69","-948,999,760.1","6,851,861,847.16","1,419,087,227.8","0.29","0.29","0.03","0","11.59","0","1.1","-1.1","1.65"
600058,五矿发展,"五矿发展股份有限公司","周中枢","北京市海淀区三里河路5号B座","100044","http://www.minlist.com.cn","崔青莲","010-68494205","cuiql@minmetals.com","142,970","0","2.1","0","162,052,661,862.08","838,222,948.5","831,814,826.51","537,801,879.2","16,003,316.53","-2,905,373,133.98","48,970,385,917.21","9,073,012,811.21","0.5","0.5","0.01","0","6.02","0","0.18","-2.71","8.46"
600059,古越龙山,"浙江古越龙山绍兴酒股份有限公司","傅建伟","浙江省绍兴市北海桥","312000","http://www.shaoxingwine.com.cn","周娟英","0575-85158435　","zjy@shaoxingwine.com.cn","73,137","0","0.5","0","1,245,554,237.68","178,191,501.19","214,743,245.6","170,251,569.88","131,806,284.76","170,569,036.34","3,094,070,129.54","2,249,538,662.47","0.27","0.27","0.21","0","7.86","0","6.09","0.27","3.54"
600060,海信电器,"青岛海信电器股份有限公司","于淑珉","青岛市经济技术开发区前湾港路218号","266555","http://www.hisense.com","江海旺","0532-8388 9556","zqb@hisense.com","61,948","0","0","5","23,523,723,550.2","1,870,551,834.02","1,964,805,874.83","1,689,067,139.83","1,624,791,098.48","795,470,759.55","16,144,614,819.33","7,167,449,310.66","1.95","1.94","1.87","0","26.37","0","25.37","0.92","8.25"
600061,中纺投资,"中纺投资发展股份有限公司","常俊传","上海浦东新区浦东南路500号国家开发银行大厦4202室","200052","http://www.sinotex-ctrc.com.cn","鲍勤飞","010-52021965","600061@sinotex-ctrc.com.cn","23,591","0","0","0","3,013,712,499.72","15,845,127.28","20,437,592.79","16,757,142.38","13,154,199.12","-98,706,599.52","1,353,910,176.49","584,965,868.55","0.04","0.04","0.03","0","2.91","0","2.28","-0.23","1.36"
600062,华润双鹤,"北京双鹤药业股份有限公司","卫华诚","北京市朝阳区望京利泽东二路1号","100102","http://www.dcpc.com","范彦喜","(010)64742227-380","mss@dcpc.com","27,155","0","3.84","0","6,383,375,275.46","655,223,532.71","702,991,689.93","528,998,582.71","475,075,228.31","511,526,104.97","6,076,968,476.34","4,257,680,381.6","0.93","0.93","0.83","0","12.96","0","11.64","0.89","7.45"
600063,皖维高新,"安徽皖维高新材料股份有限公司","吴福胜","安徽省巢湖市皖维路56号","238002","http://www.wwgf.com.cn","吴尚义","0565-2317280","wusy@wwgf.com.cn","51,585","0","0","6","3,137,766,325.57","123,729,332.41","147,036,464.56","128,884,316.87","108,296,919.19","200,035,141.75","5,382,265,237.89","2,480,092,028.62","0.14","0.14","0.12","0","5.57","0","4.68","0.22","2.65"
600064,南京高科,"南京新港高科技股份有限公司","徐益民","南京经济技术开发区新港大道100号","210038","www.600064.com","谢建晖","025-85800728","600064@600064.com","60,176","0","2","0","2,431,210,306.54","480,199,474.85","478,529,883.77","364,910,906.25","262,834,754.02","-295,632,463.55","14,966,114,227.84","4,677,551,365.67","0.71","0.71","0.51","0","7.59","0","5.47","-0.57","9.06"
600065,*ST联谊,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600066,宇通客车,"郑州宇通客车股份有限公司","汤玉祥","郑州市管城区宇通路","450016","http://www.yutong.com","朱中霞","0371-66718281","sbd@yutong.com","28,910","0","3","0","16,931,925,945.07","1,331,414,057.85","1,353,324,479.74","1,181,405,326.81","1,137,275,606.47","1,446,257,945.83","7,860,071,148.16","3,333,160,712.98","2.27","2.27","2.19","0","40.58","0","39.07","2.78","6.41"
600067,冠城大通,"冠城大通股份有限公司","韩国龙","福建省福州市开发区快安延伸区创新楼","350005","www.gcdt.net","肖林寿","0591-83350026","600067@gcdt.net","60,573","5","1.3","1","9,320,059,100.79","1,143,704,807.85","1,146,110,294.08","795,814,606.91","793,774,383","445,408,163.79","9,364,643,790.6","3,181,685,182.98","1.08","1.08","1.08","0","29.47","0","29.4","0.61","4.33"
600068,葛洲坝,"中国葛洲坝集团股份有限公司","丁焰章","湖北省武汉市解放大道558号葛洲坝大酒店","430033","http://www.cggc.cn","彭立权","027-83790455","gzb@cggc.cn","322,955","0","1","0","46,539,896,164.88","2,025,580,168","2,264,811,143.15","1,550,319,556.46","1,515,052,790.08","1,139,966,142.9","66,315,713,741.14","11,130,512,204.33","0.44","0.44","0.43","0","14.52","0","14.19","0.33","3.19"
600069,银鸽投资,"河南银鸽实业投资股份有限公司","程志伟","河南省漯河市银鸽路中段","462000","http://www.yinge.com.cn","楚刚","0395-5615559","chug@yinge.cn","95,304","0","0","0","3,628,608,905.58","-314,760,418.32","-291,146,396.05","-215,811,823.84","-234,206,808.78","-458,093,473.13","5,626,118,225.2","1,825,634,543.57","-0.26","-0.26","-0.28","0","-11.16","0","-12.13","-0.56","2.21"
600070,浙江富润,"浙江富润股份有限公司","赵林中","浙江省诸暨市城关镇安平路42号","311800","www.furun.net","卢伯军","0575-87015763","frdjtx@163.com","23,326","0","3","3","1,101,622,987.62","75,488,460.66","77,288,504.55","37,509,816.42","33,590,956.97","47,256,524.13","1,453,379,838.51","517,486,080.79","0.27","0.27","0.24","0","7.61","0","6.81","0.34","3.68"
600071,凤凰光学,"凤凰光学股份有限公司","罗小勇","江西省上饶市光学路1号","334000","http://www.phenixoptics.com.cn","邹建伟","0793-8259523","jianweiz@phenixoptics.com.cn","33,533","0","0","0","1,483,343,106.67","16,391,006.4","17,638,784.98","4,606,972","2,810,239.62","21,209,287.18","1,146,151,870.61","615,164,080.1","0.02","0.02","0.01","0","0.75","0","0.46","0.09","2.59"
600072,中船股份,"中船江南重工股份有限公司","孙伟","上海市上川路361号","200023","www.jnhi.com","陈慧","（021）53023456-672","mail@jnhi.com","99,104","0","0","0","1,503,120,640.86","50,308,500.01","50,727,670.62","38,206,309.46","35,900,394.8","52,189,787.96","2,393,946,401.59","1,417,438,384.83","0.08","0.08","0.08","0","2.71","0","2.55","0.11","2.96"
600073,上海梅林,"上海梅林正广和股份有限公司","周海鸣","上海市浦东新区川桥路1501号","200090","http://www.shanghaimaling.com","虞晓芳","021-65419725","yuxf@shanghaimaling.com","41,711","0","0.5","5","5,734,102,966.83","142,016,969.7","181,306,231.58","149,781,540.96","-78,779,813.77","36,730,363.27","4,249,798,099.22","1,808,210,352.65","0.42","0.42","-0.22","0","9.43","0","-4.96","0.07","3.63"
600074,*ST中达,"江苏中达新材料集团股份有限公司","童爱平","南京市经济技术开发区(新港高新技术工业园)","214443","http://www.jszdzm.com","林硕奇","0510-86686352","frog73@yeah.net","52,181","0","0","0","1,963,123,263.22","-60,288,252.51","23,484,316.16","12,468,742.5","-60,940,650.89","175,563,905.9","2,926,998,954.52","379,447,922.54","0.02","0.02","-0.09","0","3.24","0","-15.85","0.27","0.57"
600075,新疆天业,"新疆天业股份有限公司","余天池","新疆石河子市经济技术开发区北三东路36号","832000","http://www.xj-tianye.com","李刚","0993-2623118","ygdq@sohu.com","72,374","0","0.5","0","3,620,600,018.99","121,007,299.7","135,790,491.5","95,865,375.9","75,502,961.19","215,698,813.83","4,470,921,571.76","1,807,265,468.93","0.22","0.22","0.17","0","5.45","0","4.29","0.49","4.12"
600076,青鸟华光,"潍坊北大青鸟华光科技股份有限公司","周燕军","山东省潍坊市高新技术产业开发区北宫东街6号","261061","www.hg.com.cn","刘世祯","0536-2991601","liusz@hg.com.cn","25,657","0","0","0","8,298,809.98","-21,638,489.24","-21,713,894.04","-21,342,293.54","-21,266,888.74","-99,070,194.68","338,759,679.43","49,567,388.48","-0.06","-0.06","-0.06","0","-35.43","0","-35.3","-0.27","0.14"
600077,宋都股份,"宋都基业投资股份有限公司","俞建午","沈阳市浑南新区科幻路9号","110003","http://www.songdu.com","龚睿","024-23530598","600077@songdu.com","10,982","0","0.6","10","2,637,267,799.97","436,305,464.69","448,807,076.04","324,059,535.31","303,432,119.88","-668,615,750.37","10,808,060,321.65","1,803,643,403.13","0.78","0.78","0.73","0","19.75","0","18.49","-1.6","4.32"
600078,澄星股份,"江苏澄星磷化工股份有限公司","李兴","江苏省江阴市花山路208号","214432","-","夏正华","0510-80622329","cx@phosphatechina.com","94,797","0","0.3","0","2,541,960,626.34","76,003,547.55","82,312,953.53","50,439,343.11","66,995,434.14","-120,931,266.6","6,840,609,397.19","1,725,991,252.03","0.08","0.08","0.1","0","3.09","0","4.11","-0.18","2.61"
600079,人福医药,"武汉人福医药集团股份有限公司","王学海","武汉市东湖高新区高新大道666号","430075","http://www.humanwell.com.cn","刘毅","027-87597232","renfu.pr@renfu.com.cn","18,113","0","0.7","0","3,621,436,051.83","495,194,936.54","505,521,918.52","300,354,201.77","273,953,248.73","94,231,577.16","6,170,360,101.07","2,650,555,327.29","0.62","0.62","0.57","0","13.05","0","11.91","0.19","5.37"
600080,金花股份,"金花企业（集团）股份有限公司","吴一坚","西安高新技术产业开发区高新3路","710065","http://www.ginwa.com.cn","孙明","029-88336635","ginwa@pub.xaonline.com、ginwa@public.xa.sn.cn","28,616","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
600081,东风科技,"东风电子科技股份有限公司","高大林","上海市浦东新区新金桥路828号","200063","http://www.detc.com.cn","天涯","021-62033003-52","tianya@detc.com.cn","29,613","0","0","0","2,584,544,874.94","199,066,655.95","203,260,419.78","137,516,890.32","117,744,272.39","207,815,611","2,041,287,107.11","623,463,474.15","0.44","0.44","0.38","0","24.08","0","20.62","0.66","1.99"
600082,海泰发展,"天津海泰科技发展股份有限公司","徐蔚莉","天津新技术产业园区华苑产业区","300384","www.hitech-develop.com","曲阳","（022）8568 9891","quyang@hitech-develop.com","74,691","0","0.5","0","1,175,826,348.74","53,913,413.27","113,459,450.69","81,781,584.94","38,746,534.4","723,478,097.9","3,063,864,478.74","1,654,082,319.88","0.13","0.13","0.06","0","5.07","0","2.43","1.12","2.56"
600083,博信股份,"广东博信投资控股股份有限公司","朱凤廉","广东省清远市新城方正二街1号","511518","http://www.600083.com","？振生","0763-3663333","gdbx600083@163.com","22,501","0","0","0","0","10,414,037.1","16,539,562.16","16,539,562.16","-4,252,139.31","-22,095,003.13","38,543,127.74","29,396,794.56","0.07","0.07","-0.02","0","78.29","0","-39.62","-0.1","0.13"
